star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 44577692|340.65368039606|-47.21081246497|340.65372802922366|-47.21228468595998|44577692|6519024545827374336|6519024545827374336|112117|2MASS J22423689-4712383|8446-01645-1|WDS J22426-4713A|HD 214953|tic_near|7.248015768543553|0.0154766300693154|-331.19429180432|0.0240751784294843|GaiaDR3|2023A&A...674A...1G|6.64|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.67|0.01|Simbad 2002A&A...384..180F|2002A&A...384..180F|6.06|0.01|Simbad 2002A&A...384..180F|2002A&A...384..180F|7.11|0.27|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|4.955|0.037|TIC|2019AJ....158..138S|4.795|0.018|TIC|2019AJ....158..138S|4.653|0.018|TIC|2019AJ....158..138S|5.486|0.006|5.868734359741211|0.0027750079950997065|gaia_dr3|2023A&A...674A...1G|6.144510269165039|0.002898961512617383|5.424673080444336|0.003946475561275294|41.98112440135986|0.0310290623456239|GaiaDR3|2023A&A...674A...1G|23.806659698486328|0.016002655029296875|bj2021|2021AJ....161..147B|0|F9.5V|2006AJ....132..161G|1|6058.0|27.0|Pastel|2022A&A...663A...4S|4.286120742175714|0.024766776001361488|calculated_from_M_and_R|Calculated Value|4.37|0.07|Pastel|2022A&A...663A...4S|-0.04|0.04|Pastel|2022A&A...663A...4S|0.2721294431986763|0.017261323123069248|update_TIC_gaia2|Calculated Value|1.2418205101126072|0.02704734947312084|calc_from_L_and_Teff|Calculated Value|1.0868529081344604|0.04000157117843628|gaia_dr3_flame|2023A&A...674A...1G|0|5.700580596923828|0.7789919376373291|gaia_dr3_flame|2023A&A...674A...1G|null|7.424875|9.913662|6519024545827374080|7.424875|9.913662|6519024545827374080|1|1|A|7.1|5.1|6519024545827374080|7.4249|4.0449|0|null
TIC 371520835|152.84225011814|49.45423587723|152.8329289582321|49.451988897100506|371520835|823773494718931968|823773494718931968|49908|2MASS J10112218+4927153|3437-00811-1|WDS J10114+4927A|HD  88230|tic_near|-1363.2871863986295|0.016043497249484|-505.7703588749188|0.0202390663325786|GaiaDR3|2023A&A...674A...1G|9.23|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|7.94|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.61|0.05|Simbad 2009ApJ...694.1085V|2009ApJ...694.1085V|5.36|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|4.56|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|3.894|0.29|TIC|2019AJ....158..138S|3.298|0.26|TIC|2019AJ....158..138S|2.962|0.288|TIC|2019AJ....158..138S|5.487|0.114|5.9611735343933105|0.0027721217430721964|gaia_dr3|2023A&A...674A...1G|6.788393974304199|0.0029667506331119697|5.066091060638428|0.004093667457022805|205.31478196510724|0.0223722402006387|GaiaDR3|2023A&A...674A...1G|4.869897365570068|0.0005886554718017578|bj2021|2021AJ....161..147B|0|K6VeFe-1|1989ApJS...71..245K|1|4097.0|40.0|Pastel|2022A&A...663A...4S|4.596160053492217|0.038731491661327756|calculated_from_M_and_R|Calculated Value|4.64|0.08|Pastel|2022A&A...663A...4S|0.21|0.06|Pastel|2022A&A...663A...4S|-0.9300596308920395|0.018745318387873588|gaia_dr3_flame|2023A&A...674A...1G|0.6802850100819581|0.01979895861295043|calc_from_L_and_Teff|Calculated Value|0.666|0.045|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|1|1|A|162.3|2.2799999999999994|null|null|null|0|null
TIC 278175826|234.98559955267|-59.90833580118|234.98451843715384|-59.909287651831505|278175826|5833702727878419328|5833702727880302592|76716|2MASS J15395652-5954299|8708-01079-1|null|HD 139211|tic_near|-121.87379457158544|0.0487240068614482|-214.27837426396684|0.0507187694311142|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.43|null|Simbad||5.95|null|Simbad||null|null|null|null|null|null|null|null|5.059|0.037|TIC|2019AJ....158..138S|4.83|0.018|TIC|2019AJ....158..138S|4.759|0.017|TIC|2019AJ....158..138S|5.489|0.006|5.835740089416504|0.0027796632250392385|gaia_dr3|2023A&A...674A...1G|6.074045658111572|0.002863282527466996|5.427134037017822|0.00402944611834001|32.75583006183149|0.0415273830294609|GaiaDR3|2023A&A...674A...1G|30.510034561157227|0.03411579132080078|bj2021|2021AJ....161..147B|0|F6IV|2006AJ....132..161G|1|6349.0|28.0|Pastel|2022A&A...663A...4S|4.197400406296963|0.022898733383408105|calculated_from_M_and_R|Calculated Value|4.19|0.06|Pastel|2022A&A...663A...4S|0.03|0.03|Pastel|2022A&A...663A...4S|0.5014175003062388|0.016460806542676502|update_TIC|Calculated Value|1.4721455172268119|0.030772616090992|calc_from_L_and_Teff|Calculated Value|1.2451860904693604|0.04000669717788685|gaia_dr3_flame|2023A&A...674A...1G|0|3.5749828815460205|0.5179986953735352|gaia_dr3_flame|2023A&A...674A...1G|null|7.18901|17.368874|5833702727879086592|6.026927|17.414665|5833702727878968704|0|0|null|null|null|null|null|null|0|null
TIC 367460125|324.7549527185|20.26544929994|324.7555318892369|20.265445571213434|367460125|1786774019397408768|1786774019397408768|106897|2MASS J21390119+2015555|1673-00929-1|null|V* NZ Peg|tic_near|122.18913267503656|0.0833533629775047|-1.2030138481072177|0.0878417566418647|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.065|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.762|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.14|0.037|TIC|2019AJ....158..138S|4.99|0.023|TIC|2019AJ....158..138S|4.96|0.027|TIC|2019AJ....158..138S|5.493|0.007|5.699368953704834|0.003015149767216701|gaia_dr3|2023A&A...674A...1G|5.852729320526123|0.0042745755119966726|5.417825222015381|0.005728245828433296|25.068323918033588|0.0952939242124557|GaiaDR3|2023A&A...674A...1G|39.87019729614258|0.1566028594970703|bj2021|2021AJ....161..147B|0|F1Vnn|2016MNRAS.458.2307K|1|7145.0|126.5|TIC|2019AJ....158..138S|4.201609336962952|0.03704589425853671|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.5950000286102295|0.027500003576278687|gspphot [M/H]|2023A&A...674A...1G|0.7842090574969545|0.017104999360333214|update_TIC|Calculated Value|1.609728774644691|0.06522148744952498|calc_from_L_and_Teff|Calculated Value|1.5033050775527954|0.04005074501037598|gaia_dr3_flame|2023A&A...674A...1G|0|1.2410480976104736|0.29448795318603516|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 175178258|116.04035954317|-36.06250358696|116.03992416175274|-36.06212524399138|175178258|5587574335515776000|5587574335515776000|37710|2MASS J07440968-3603451|7118-00688-1|null|HD  62781|tic_near|-79.19557827796508|0.0297573283314704|85.51372730249756|0.0344938114285469|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.097|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.784|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.224|0.043|TIC|2019AJ....158..138S|5.072|0.051|TIC|2019AJ....158..138S|4.979|0.021|TIC|2019AJ....158..138S|5.494|0.006|5.718855857849121|0.0027935547264164315|gaia_dr3|2023A&A...674A...1G|5.876924514770508|0.0029197873703184695|5.430553913116455|0.004204461444892925|22.73391819902095|0.0306935682892799|GaiaDR3|2023A&A...674A...1G|43.96998596191406|0.06469535827636719|bj2021|2021AJ....161..147B|0|F0IV|1982MSS...C03....0H|1|7098.5|92.8|TIC|2019AJ....158..138S|4.123331011966492|0.030280597996885875|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.588699996471405|0.042300015687942505|gspphot [M/H]|2023A&A...674A...1G|0.8636164119433984|0.01658216745909766|update_TIC|Calculated Value|1.7870128584153258|0.057853311268170476|calc_from_L_and_Teff|Calculated Value|1.5471012592315674|0.04001593589782704|gaia_dr3_flame|2023A&A...674A...1G|0|1.4423083066940308|0.2700613737106322|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 191721574|21.57785884168|43.45774056812|21.578524697718308|43.45747650728724|191721574|396649030176633216|396649030176633216|6711|2MASS J01261868+4327279|2825-02668-1|null|HD   8671|tic_near|108.63226360138694|0.0378321036696434|-59.656552197591125|0.0267335623502731|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.464|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.978|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|4.973|0.018|TIC|2019AJ....158..138S|4.752|0.036|TIC|2019AJ....158..138S|4.715|0.027|TIC|2019AJ....158..138S|5.495|0.006|5.854732990264893|0.0027987583591440345|gaia_dr3|2023A&A...674A...1G|6.108364582061768|0.0029877455486265604|5.430567741394043|0.004052152490901119|23.437698200679343|0.0359413884580135|GaiaDR3|2023A&A...674A...1G|42.610130310058594|0.06292915344238281|bj2021|2021AJ....161..147B|0|F7V|1990ApJ...354..310B|1|6157.0|31.0|Pastel|2022A&A...663A...4S|3.9251872630091422|0.02090594611565209|calculated_from_M_and_R|Calculated Value|3.95|0.05|Pastel|2022A&A...663A...4S|-0.26|0.04|Pastel|2022A&A...663A...4S|0.7832579196371745|0.014656061509816095|update_TIC|Calculated Value|2.1654257531113084|0.0425501352668279|calc_from_L_and_Teff|Calculated Value|1.4394819736480713|0.04001617431640625|gaia_dr3_flame|2023A&A...674A...1G|0|2.8265888690948486|0.33530890941619873|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 800823400|123.05506737817|17.64844110092|123.0551707935252|17.647820124018562|800823400|657244521593508992|657244521593508992|null|null|1381-1641-1|WDS J08122+1739Ca,Cb|* zet02 Cnc|tic_near|36.984535710412|0.5293870568275452|-150.88866885029023|0.4603817462921142|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.36|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.79|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|5.496|0.006|5.931849956512451|0.003174342868557944|gaia_dr3|2023A&A...674A...1G|6.224271774291992|0.0030204797029858314|5.434389591217041|0.004079256755559414|41.15433662915181|0.5756134986877441|GaiaDR3|2023A&A...674A...1G|24.31608009338379|0.37021255493163885|bj2021|2021AJ....161..147B|0|G0IV-V|2003AJ....126.2048G|0|6008.0|80.0|Pastel|2022A&A...663A...4S|4.231005853713934|0.03095904967676415|calculated_from_M_and_R|Calculated Value|4.27|0.1|Pastel|2022A&A...663A...4S|0.1|0.07|Pastel|2022A&A...663A...4S|0.2808795345272966|0.011162011580149019|gaia_dr3_flame|2023A&A...674A...1G|1.2753593314142937|0.037711841434518625|calc_from_L_and_Teff|Calculated Value|1.009725570678711|0.04018950462341303|gaia_dr3_flame|2023A&A...674A...1G|0|9.693198204040527|0.9752120971679688|gaia_dr3_flame|2023A&A...674A...1G|null|6.315792|5.51876|657244586015485440|5.539837|5.865296|657244521593509376|1|1|Ca,Cb|0.3|0.8999999999999995|null|null|null|0|null
TIC 38271828|344.56475497584|-2.39538531015|344.564723417443|-2.395451074712165|38271828|2648914040357320576|2648914040357320576|113421|2MASS J22581556-0223432|5235-01468-1|WDS J22583-0224AB|HD 217107|tic_near|-6.818548565945457|0.0249058492481708|-15.039798850142764|0.0234947595745325|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.919|0.015|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|6.163|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|4.949|0.037|TIC|2019AJ....158..138S|4.765|0.076|TIC|2019AJ....158..138S|4.536|0.021|TIC|2019AJ....158..138S|5.499|0.006|5.9967427253723145|0.0027773016644550724|gaia_dr3|2023A&A...674A...1G|6.3555378913879395|0.003009915131991727|5.46720027923584|0.004072515891746067|49.78461949620747|0.0263200178742408|GaiaDR3|2023A&A...674A...1G|20.06954574584961|0.008779525756835938|bj2021|2021AJ....161..147B|0|G8IV/V|1999MSS...C05....0H|1|5621.0|14.0|Pastel|2022A&A...663A...4S|4.285373374982634|0.055153662164709474|calculated_from_M_and_R|Calculated Value|4.34|0.02|Pastel|2022A&A...663A...4S|0.35|0.01|Pastel|2022A&A...663A...4S|0.0978693794989187|0.010007831880126345|update_TIC|Calculated Value|1.1802123748039401|0.014814777852965805|calc_from_L_and_Teff|Calculated Value|0.98|0.122|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|1|1|AB|0.3|null|null|null|null|1|HD 217107
TIC 81105604|125.10858183468|57.74327972569|125.10906296031578|57.743344264398154|81105604|1035135776021753088|1035135776021753088|40875|2MASS J08202604+5744357|3803-01703-1|null|*  30 Lyn|tic_near|57.65503644968819|0.0314979255199432|14.559142145205666|0.0278989840298891|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.272|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.877|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.134|0.018|TIC|2019AJ....158..138S|4.918|0.018|TIC|2019AJ....158..138S|4.895|0.016|TIC|2019AJ....158..138S|5.502|0.006|5.78784704208374|0.0027921417679504|gaia_dr3|2023A&A...674A...1G|5.988927364349365|0.002952846375178186|5.439888954162598|0.004059379824559782|31.133322929369065|0.0425251573324203|GaiaDR3|2023A&A...674A...1G|32.094810485839844|0.038806915283203125|bj2021|2021AJ....161..147B|0|F4V||1|6684.0|101.2|TIC|2019AJ....158..138S|4.255467828891861|0.03431586592319153|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.09|null|gcs_reanalysis|2011A&A...530A.138C|0.5599694602866138|0.01771646939811751|update_TIC|Calculated Value|1.4209032007073161|0.05187729615814207|calc_from_L_and_Teff|Calculated Value|1.3259562253952026|0.0400310754776001|gaia_dr3_flame|2023A&A...674A...1G|0|1.934756875038147|0.42914408445358276|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 338130487|197.96433441148|-69.94201610049|197.96478865712797|-69.94200917086575|338130487|5843943613492830720|5843943613492830720|64390|2MASS J13115144-6956313|9245-01220-1|WDS J13119-6957A|HD 114371|tic_near|34.881027695550465|0.0260999053716659|1.506155833584653|0.0319042205810546|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.318|0.014|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.906|0.009|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.083|0.027|TIC|2019AJ....158..138S|4.946|0.027|TIC|2019AJ....158..138S|4.866|0.021|TIC|2019AJ....158..138S|5.506|0.006|5.809996128082275|0.0027841108096556167|gaia_dr3|2023A&A...674A...1G|6.020083427429199|0.0030062353110529945|5.448553562164307|0.004066199439045332|23.691737980933027|0.0270824320614337|GaiaDR3|2023A&A...674A...1G|42.179664611816406|0.04358863830566406|bj2021|2021AJ....161..147B|0|F3IV/V|1975MSS...C01....0H|1|6624.0|105.2|TIC|2019AJ....158..138S|4.050724245313103|0.03461888096878054|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.07|null|gcs_reanalysis|2011A&A...530A.138C|0.7896542623133866|0.01717144160649675|update_TIC|Calculated Value|1.88468653787702|0.07051180298315522|calc_from_L_and_Teff|Calculated Value|1.4559111595153809|0.040010154247283936|gaia_dr3_flame|2023A&A...674A...1G|0|2.20802903175354|0.3240523338317872|gaia_dr3_flame|2023A&A...674A...1G|null|8.119038|17.946688|5843943613493215616|8.119038|17.946688|5843943613493215616|1|1|A|35.1|5.2700000000000005|null|null|null|0|null
TIC 183984086|358.66092179556|-40.30006167397|358.66306047507965|-40.2999246476269|183984086|2306216916182228224|2306216916182228224|117880|2MASS J23543859-4018001|8018-01389-1|null|HD 224022|tic_near|367.0578614571724|0.0206074435263872|30.82607282497985|0.0206939298659563|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.6|null|Simbad||6.03|null|Simbad||null|null|null|null|null|null|null|null|5.011|0.037|TIC|2019AJ....158..138S|4.752|0.076|TIC|2019AJ....158..138S|4.661|0.016|TIC|2019AJ....158..138S|5.506|0.006|5.892705917358398|0.0027733293953782607|gaia_dr3|2023A&A...674A...1G|6.17450475692749|0.002893120523340107|5.444419860839844|0.0039992953607438176|35.258922174101976|0.0245141386985778|GaiaDR3|2023A&A...674A...1G|28.34202766418457|0.017560958862304688|bj2021|2021AJ....161..147B|0|G0V|1978MSS...C02....0H|1|6090.0|28.0|Pastel|2022A&A...663A...4S|4.156055111849343|0.0224680189722061|calculated_from_M_and_R|Calculated Value|4.25|0.11|Pastel|2022A&A...663A...4S|0.13|0.03|Pastel|2022A&A...663A...4S|0.41503001122734917|0.013777715631019401|update_TIC|Calculated Value|1.4485485815506376|0.026558822004084447|calc_from_L_and_Teff|Calculated Value|1.0961086750030518|0.0400012731552124|gaia_dr3_flame|2023A&A...674A...1G|0|6.994581699371338|0.7594087123870854|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 172607904|238.3004040682|13.19662297029|238.2997173359609|13.194131836047603|172607904|1191518146611956096|1191518146611956096|77801|2MASS J15531211+1311489|0955-01148-1|WDS J15532+1312A|*  39 Ser|tic_near|-150.61781477602003|0.1636058390140533|-561.2396531120999|0.1514296680688858|GaiaDR3|2023A&A...674A...1G|6.72|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.71|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.12|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|5.58|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|5.23|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|5.1|0.256|TIC|2019AJ....158..138S|4.663|0.036|TIC|2019AJ....158..138S|4.527|0.027|TIC|2019AJ....158..138S|5.507|0.006|5.926571369171143|0.0027727572692305864|gaia_dr3|2023A&A...674A...1G|6.235358238220215|0.002899824447253844|5.443751335144043|0.003929920674926691|56.24048274575952|0.2206420004367828|GaiaDR3|2023A&A...674A...1G|17.77503776550293|0.0842294692993164|bj2021|2021AJ....161..147B|0|G1VFe-1|1989ApJS...71..245K|1|5805.0|16.0|Pastel|2022A&A...663A...4S|4.424508340648912|0.023332501934943913|calculated_from_M_and_R|Calculated Value|4.47|0.03|Pastel|2022A&A...663A...4S|-0.4|0.02|Pastel|2022A&A...663A...4S|0.0014469368352076613|0.01368533589636115|update_TIC|Calculated Value|0.990311141504171|0.016530591029261126|calc_from_L_and_Teff|Calculated Value|0.9505698680877686|0.04001265764236461|gaia_dr3_flame|2023A&A...674A...1G|0|8.607439994812012|1.1753451824188232|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|1|A|81.3|5.700000000000001|null|null|null|0|null
TIC 437046151|134.39666361733|15.58128605681|134.3969425151122|15.581377287313588|437046151|610549499710989440|610549499710989440|44001|2MASS J08573518+1534525|1394-02121-1|null|* omi02 Cnc|tic_near|60.07674015769896|0.0524218082427978|20.78129221297762|0.0393747240304946|GaiaDR3|2023A&A...674A...1G|null|null|null|null|5.892|0.015|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|5.677|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.271|0.023|TIC|2019AJ....158..138S|5.208|0.018|TIC|2019AJ....158..138S|5.156|0.024|TIC|2019AJ....158..138S|5.507|0.006|5.650791645050049|0.0028057854435488156|gaia_dr3|2023A&A...674A...1G|5.746091842651367|0.0030721846858402335|5.461082935333252|0.004110370812755205|20.454646410429884|0.0523487962782382|GaiaDR3|2023A&A...674A...1G|48.75922775268555|0.14943504333496094|bj2021|2021AJ....161..147B|0|F0IV||1|7852.0|110.7|TIC|2019AJ....158..138S|4.199697760131503|0.02848872530121062|calculated_from_M_and_R|Calculated Value|null|null|null|null|-1.2603000402450562|0.0207499861717223|gspphot [M/H]|2023A&A...674A...1G|0.9978817775404533|0.010215923730807028|update_TIC|Calculated Value|1.704641085883038|0.05207904947160206|calc_from_L_and_Teff|Calculated Value|1.6784021854400637|0.040054619312286266|gaia_dr3_flame|2023A&A...674A...1G|0|0.7653622627258301|0.21161332726478577|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|0|null|null|null|610526719204475136|975.6329|-0.4557|0|null
TIC 434520020|254.00768299418|-16.80626515307|254.0080642227952|-16.806132243815636|434520020|4132958625636676864|4132958625636676864|82861|2MASS J16560181-1648226|6219-00952-1|WDS J16560-1648A|HD 152781|tic_near|82.07845345010152|0.0237437728792428|29.988868316531345|0.0161225721240043|GaiaDR3|2023A&A...674A...1G|null|null|null|null|7.292|0.015|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|6.336|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|4.715|0.037|TIC|2019AJ....158..138S|4.39|0.202|TIC|2019AJ....158..138S|4.263|0.306|TIC|2019AJ....158..138S|5.507|0.006|6.086811542510986|0.002762998290599002|gaia_dr3|2023A&A...674A...1G|6.5565595626831055|0.002861188783854688|5.450127601623535|0.0038617968312932224|23.636190800280588|0.0207054503262043|GaiaDR3|2023A&A...674A...1G|42.25516891479492|0.03313636779785156|bj2021|2021AJ....161..147B|0|K0/1III/IV|1988MSS...C04....0H|0|4982.0|50.0|Pastel|2022A&A...663A...4S|3.5189025136607954|0.0238916564478657|calculated_from_M_and_R|Calculated Value|3.6|0.25|Pastel|2022A&A...663A...4S|0.0|0.09|Pastel|2022A&A...663A...4S|0.7282701956859993|0.0013374055395525533|gaia_dr3_flame|2023A&A...674A...1G|3.104418739067562|0.06249576922768093|calc_from_L_and_Teff|Calculated Value|1.1609017848968506|0.04351937770843506|gaia_dr3_flame|2023A&A...674A...1G|0|6.7532453536987305|0.7502937316894531|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|1|1|A|23.6|7.430000000000001|null|null|null|0|null
TIC 468954743|118.88097090599|8.86284102815|118.8809364775741|8.862441705606342|468954743|3145477818158061056|3145477818158061056|38712|2MASS J07553143+0851460|0780-00034-1|null|HD  64685|tic_near|-7.876404886866307|0.0357252955436706|-89.4460347329786|0.0251092184334993|GaiaDR3|2023A&A...674A...1G|null|null|null|null|6.21|null|Simbad||5.8|null|Simbad||null|null|null|null|null|null|null|null|5.123|0.034|TIC|2019AJ....158..138S|5.014|0.023|TIC|2019AJ....158..138S|4.956|0.021|TIC|2019AJ....158..138S|5.508|0.006|5.771352767944336|0.0027906839203393785|gaia_dr3|2023A&A...674A...1G|5.949568271636963|0.0028972741620443966|5.450998306274414|0.003935301619247672|25.80747842309592|0.0377585105597972|GaiaDR3|2023A&A...674A...1G|38.6978645324707|0.056732177734375|bj2021|2021AJ....161..147B|0|F3V|2006AJ....132..161G|1|6825.0|126.2|TIC|2019AJ....158..138S|4.158639107298287|0.0385342780161068|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.14|0.08|TIC|2019AJ....158..138S|0.7305422120038733|0.01756657860713333|update_TIC|Calculated Value|1.6585113174066743|0.06990711103170096|calc_from_L_and_Teff|Calculated Value|1.4454675912857056|0.040007710456848145|gaia_dr3_flame|2023A&A...674A...1G|0|1.4984050989151|0.33115196228027355|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
