,star_name,TSS_tier,ra,dec,Teff,sy_dist,Vmag,Ksmag,Age,vsini_adopt,e_vsini_adopt,r_vsini_adopt,S_index_adopt,RHK_adopt,RHK_calculated_marvin23,RHK_calculated_pyastro,prot_adopt,r_prot_adopt,tau_cranmer11,act_cycle_adopt,phot_jitter_adopt
0,TIC 114807654,3,0.00434642638,-19.49883024682,4891.0,37.30635070800781,9.23,6.807,,,nan,nan,,,,,,nan,25.35884184798938,,
1,GAIA DR3 2875125810310195712,3,0.0170125,34.1885535,5670.0,49.46256637573242,,6.885,8.57,,nan,nan,,,,,,nan,14.484559510073893,,
2,TIC 138662501,3,0.05285038405,-4.05367997341,4204.54,43.80982971191406,10.718,7.851,,,nan,nan,,,,,5.8133,2026arXiv260305586B,36.45220650665576,,2002.0
3,TIC 290405947,3,0.11312831757,-79.06198229236,5419.1,40.08252716064453,8.61,6.858,3.766,6.0,1.1,2007A&A...475..519H,,,,,10.6836,2026arXiv260305586B,18.139475404795583,,5702.0
4,TIC 201236480,3,0.1349923995,-56.83560083708,4444.2,45.12610626220703,10.75,7.867,6.07,,nan,nan,,,,,21.8699,2026arXiv260305586B,32.197873780463766,,1603.9999999999998
5,TIC 138667728,3,0.14495192033,-5.55205158157,3670.0,28.02464485168457,12.245,8.168,,,nan,nan,,,,,,nan,47.965804381047036,,
6,TIC 380157588,3,0.16354821963,18.48885328649,4060.09,33.5330696105957,11.12,7.639,,,nan,nan,,,,,,nan,39.265726446682265,,
7,TIC 267083739,3,0.16800036666,-69.67596567438,5175.0,29.294742584228516,8.24,6.227,,3.259,0.322,2018A&A...615A..76S,,-4.44,,,8.148017,2023ApJS..268....4F,21.463214540804692,,10178.876083
8,TIC 417860263,3,0.17351742938,62.17589876853,6362.3,38.2684211730957,7.044,5.808,3.454,21.0,1.1,2007A&A...475..519H,,,,,,nan,3.0476903035593828,,
9,TIC 270480629,3,0.1952747174,-35.1683432406,3725.0,38.70648193359375,12.204,8.282,,,nan,nan,,,,,11.838048,2023ApJS..268....4F,46.63257707634701,,237.089003
10,GAIA DR3 2772447981373673344,3,0.1959463,16.4027426,3805.0,47.39261245727539,12.8,8.458,5.054,,nan,nan,,,,,,nan,44.75871205963794,,
11,TIC 456502768,3,0.20043456021,16.98811357708,4819.38,30.03970718383789,9.39,6.34,10.94,,nan,nan,,,,,,nan,26.380648788710012,,
12,TIC 270481039,3,0.208434,-32.735979,,,8.99,6.14,,,nan,nan,,,,,,nan,,,
13,TIC 396234347,3,0.22234834919,35.75262206413,4540.4,41.936248779296875,9.93,7.402,,,nan,nan,,,,,12.6645,2026arXiv260305586B,30.618904265997116,,2964.0
14,TIC 138667606,3,0.24340787807,-4.93253674489,5744.4,44.95299530029297,8.57,6.956,,,nan,nan,,,,,,nan,13.318746708704005,,
15,TIC 327953706,3,0.26735976442,-23.44033909935,4683.39,33.30397033691406,9.608,6.872,11.44,,nan,nan,,,,,10.5568,2026arXiv260305586B,28.389371460048704,,2316.0
16,TIC 405230222,3,0.30358925284,13.97211727066,3929.0,36.03588104248047,10.264,7.528,,,nan,nan,,,,,,nan,42.00033609183254,,
17,GAIA DR3 2767387380324493184,3,0.3049876,13.9750765,3921.0,36.51132583618164,10.26,7.023,,,nan,nan,,,,,,nan,42.173126490484044,,
18,GAIA DR3 2881804450094712320,3,0.3486678,39.6103679,5655.18,49.87352752685547,9.68,6.682,1.318,11.0,1.1,2007A&A...475..519H,,,,,,nan,14.711704883201124,,
19,TIC 83955820,3,0.34983567944,34.28184746805,3997.47,38.051143646240234,11.28,7.795,,,nan,nan,,,,,,nan,40.549591635245505,,
20,TIC 117550432,3,0.35766386224,-16.94844092124,3948.0,31.447586059570312,10.62,7.217,,,nan,nan,,,,,10.7743,2023ApJS..268....4F,41.59274056525158,,212.265292
21,GAIA DR3 2846749201903437184,3,0.4556565,21.4625048,4700.0,43.406097412109375,,7.783,13.467,,nan,nan,,,,,,nan,28.138627252880664,,
22,TIC 412066335,3,0.53896649763,-68.28147524388,3863.1,16.950345993041992,10.56,6.825,,,nan,nan,,,,,,nan,43.44472088537238,,
23,TIC 117956546,3,0.54308808083,27.08179910943,5411.0,12.31867218017578,5.75,4.068,7.4,3.2,nan,2017AJ....153...21L-San,0.1812,,-4.906930360747598,-4.911727251094184,9.130143,2023ApJS..268....4F,18.252028294308914,10.2,28.881734
24,TIC 321928346,3,0.56869972712,-53.57999355057,4110.57,48.36626434326172,11.46,8.262,,,nan,nan,,,,,21.4112,2026arXiv260305586B,38.25956607108571,,1402.0
25,TIC 418416828,3,0.5748000041,60.50598008113,4838.7,38.193138122558594,9.71,7.302,0.375,,nan,nan,,,,,,nan,26.10280744383768,,
26,TIC 403021108,3,0.5897621283,11.00623751079,5156.0,33.75575637817383,8.47,6.461,11.796,1.6,0.5,2016ApJS..225...32B,0.1911999999999999,-5.2425406553067395,-4.960331028346368,-4.9651956939984645,11.923478,2023ApJS..268....4F,21.719581463300294,,59.69189
27,TIC 321979728,3,0.6129927798,-46.02887028201,3641.0,36.93153381347656,14.727,8.34,,,nan,nan,,,,,,nan,48.683961988953364,,
28,TIC 405267424,3,0.62375678012,8.48546305951,7038.3,37.498268127441406,5.69,4.91,1.187,55.0,nan,2012A&A...537A.120Z,,,,,1.351004,2023ApJS..268....4F,0.003767489377241701,,178.213567
29,TIC 355688238,3,0.63920311048,-63.40199722297,3569.0,27.670167922973633,12.74,8.527,,,nan,nan,,,,,,nan,50.51356936222958,,
30,TIC 257502302,3,0.69656399777,2.13015199434,5844.31,42.71038055419922,8.6,5.674,6.179,5.0,1.1,2007A&A...475..519H,,,,,11.068973,2023ApJS..268....4F,11.684920089229655,,158.638307
31,TIC 611064060,3,0.69667573596,2.12972997454,,42.83127212524414,9.26,,,,nan,nan,,,,,,nan,,,
32,TIC 395316709,3,0.75151599131,16.92931475159,4415.4,47.43317031860352,11.08,8.12,9.994,,nan,nan,,,,,,nan,32.68408805113204,,
33,TIC 266880925,3,0.82693671202,-75.55584221606,4017.38,43.316619873046875,11.67,8.213,,,nan,nan,,,,,21.8439,2026arXiv260305586B,40.13701672629208,,1077.0
34,TIC 257503361,3,0.82917543355,4.68693102772,3655.0,28.648744583129883,14.064,7.976,,,nan,nan,,,,,20.736,2006SASS...25...47W,48.33593999360928,,3447.0
35,TIC 12359292,3,0.9228540055,-28.39619334908,5545.7,40.22317886352539,8.23,6.554,13.324,3.0,1.1,2007A&A...475..519H,0.3543999999999999,-4.440102143984228,-4.435453348773631,-4.570838080328478,16.1297,2026arXiv260305586B,16.34181386670616,,7504.0
36,TIC 355705959,3,0.92983699488,-65.77956957301,3515.0,33.9563102722168,13.01,8.586,,,nan,nan,,,,,20.7864,2026arXiv260305586B,51.93057730069752,,2042.0
37,GAIA DR3 2333073415404139264,3,0.9723797,-28.3938077,5617.0,49.71200942993164,7.64,6.022,12.458,0.0,1.1,2007A&A...475..519H,0.15,,-4.996236421724605,-5.117040446222918,,nan,15.289479017872093,,
38,TIC 201252550,3,1.09913213501,-57.3226969951,4554.97,48.428714752197266,10.45,7.745,11.422,,nan,nan,,,,,,nan,30.385555553055713,,
39,TIC 160148344,3,1.10366756491,-47.06804382585,5119.43,47.84053039550781,9.8,7.654,,,nan,nan,,,,,,nan,22.213676373253215,,
40,TIC 120459870,3,1.15182270904,-40.73413546804,3281.0,12.308996200561523,12.84,7.737,,,nan,nan,,,,,6.6195,2026arXiv260305586B,58.54363006003045,,1781.0
41,TIC 372131402,3,1.22385287112,34.65966701041,5610.0,35.3251,6.11,4.438,,5.0,nan,2017AJ....153...21L-San,0.16315,,-4.9252750562032785,-4.979450431818794,,nan,15.394286268237847,,
42,TIC 120460937,3,1.23306406861,-37.29820009684,4801.0,47.73749542236328,9.93,7.589,,,nan,nan,,,,,10.3914,2026arXiv260305586B,26.646585396846124,,2886.0000000000005
43,TIC 258866681,3,1.23467312837,23.269628699,5306.0,26.34477996826172,7.82,5.932,7.469,1.0,1.1,2007A&A...475..519H,0.1575,-4.936,-5.0528359381229535,-5.07608471879157,,nan,19.692539219335277,,
44,TIC 327857282,3,1.24465462613,-70.21244236514,5722.0,44.25977325439453,8.12,6.502,6.147,3.0,1.1,2007A&A...475..519H,0.185,,-4.791789857339267,-4.900742860410788,10.048165,2023ApJS..268....4F,13.674295260539386,,314.008123
45,TIC 355426214,3,1.2812304273,-52.15173926877,6139.7,42.25720977783203,7.52,6.168,5.028,4.0,1.1,2007A&A...475..519H,0.193,,-4.654991517256058,-4.788632861432288,5.788406,2023ApJS..268....4F,6.554447711555918,,158.596079
46,TIC 439946126,3,1.29537156257,45.78656654478,3661.0,11.499558448791504,9.95,5.853,,,nan,nan,1.52914285714,,-4.634282794205818,,10.368674,2023ApJS..268....4F,48.187546184359014,,221.601219
47,TIC 327857952,3,1.3237030253,-67.83259045293,4549.0,16.38776969909668,8.485,5.714,7.415,,nan,nan,0.1022,-4.81,,-5.456209411083928,8.986905,2023ApJS..268....4F,30.48099132876849,,92.864378
48,TIC 300931103,3,1.3338686884,-5.70723544986,4710.0,42.51344680786133,4.61,1.989,5.466,,nan,nan,,,,,2.88094,2023ApJS..268....4F,27.988433973740005,,169.852347
49,TIC 120461526,2,1.35178534533,-37.35736323168,3375.0,4.345489501953125,8.562,4.523,,4.8,nan,2009A&A...493.1099S,0.3766999999999999,-5.269,,,8.05433,2023ApJS..268....4F,55.791665411645575,,157.473896
50,TIC 355426648,3,1.354145556,-50.04804896672,3567.0,24.181650161743164,11.994,7.627,,,nan,nan,,,,,20.6067,2026arXiv260305586B,50.56535743510793,,1186.0
51,TIC 301744056,3,1.37021009103,22.22449483081,5407.69,46.966644287109375,9.13,7.264,,,nan,nan,,,,,,nan,18.297951999842333,,
52,TIC 176285709,3,1.37984140245,-9.61745921087,6481.9,49.49972152709961,7.13,6.007,2.815,24.0,1.1,2007A&A...475..519H,,,,,2.441951,2023ApJS..268....4F,1.656861762867882,,270.851535
53,TIC 176285008,3,1.39530081801,-6.11857581534,3393.0,24.856674194335938,13.147,8.411,,,nan,nan,,,,,19.5061,2026arXiv260305586B,55.27962209253714,,1013.0
54,TIC 176285385,3,1.41489781132,-7.90359149278,5023.14,47.820194244384766,9.59,7.383,,,nan,nan,,,,,8.6807,2026arXiv260305586B,23.523396690560094,,4149.0
55,TIC 439949948,3,1.42084507877,45.81037597301,4028.0,11.513547897338867,8.995,5.284,,1.97,0.98,2020ApJ...898..119R,1.662,-4.513494072189644,-4.378051382716085,,,nan,39.918626139487515,,
56,TIC 439949946,3,1.42092453196,45.81209588999,4065.0,11.517297744750977,8.826,5.262,,0.69,0.98,2020ApJ...898..119R,1.6403,-4.5292075807415015,-4.36395352748846,,,nan,39.166747444113376,,
57,TIC 347304330,3,1.42362806353,58.3132590675,5757.0,46.82524490356445,8.22,6.725,5.152,3.0,1.1,2007A&A...475..519H,,,,,3.250529,2023ApJS..268....4F,13.117005704972708,,278.714858
58,TIC 347299560,3,1.46007362197,56.5002243833,4899.1,36.15349960327149,9.08,6.717,13.052,,nan,nan,,,,,13.3975,2026arXiv260305586B,25.244618869359336,,2312.0
59,TIC 120462356,3,1.46893719781,-41.75306833826,6052.0,38.80204391479492,7.53,6.117,5.51,14.6,0.5,2016ApJS..225...32B,0.3345,-4.496801216628429,-4.318341325124088,-4.416184033377307,2.9583,2026arXiv260305586B,8.089703711870026,,6559.0
60,TIC 258868211,3,1.47811972599,18.23500741221,5915.0,37.40755844116211,7.45,6.034,4.62,2.0,1.1,2007A&A...475..519H,,,,,,nan,10.484761565450926,,
61,TIC 194230330,3,1.4801584096,41.4913703897,3599.0,39.88272476196289,12.813,8.546,,,nan,nan,,,,,8.9262,2026arXiv260305586B,49.74305809811828,,10914.0
62,TIC 258868174,3,1.48113861175,18.07587264534,5034.19,37.49115753173828,9.22,6.551,9.54,,nan,nan,,,,,,nan,23.372190468690242,,
63,TIC 258868172,3,1.4818749818,18.07522557294,4865.65,37.487640380859375,8.58,6.463,11.224,,nan,nan,,,,,,nan,25.71800960857273,,
64,TIC 604446820,3,1.56544493592,58.43712281813,5230.0,21.24051284790039,7.32,,,4.7,nan,2017AJ....153...21L-San,0.2771,,-4.694556065891571,-4.849591310954324,,nan,20.72127790519404,,
65,TIC 347304641,3,1.56588848963,58.43669860892,5823.0,20.77867889404297,5.988,4.329,12.082,6.1,nan,2017AJ....153...21L-San,,,,,,nan,12.039854007564298,,
66,GAIA DR3 4976894960284725632,3,1.5797829,-49.0763639,4110.39,26.139678955078125,11.5,5.266,,,nan,nan,,,,,,nan,38.26310916173136,,
67,TIC 389757979,3,1.57989759798,-49.07518723683,6243.0,26.17207908630371,5.76,4.474,3.865,9.759,nan,2020A&A...634A.136C,,,,,5.592298,2023ApJS..268....4F,4.821581328822326,,116.748713
68,TIC 469970578,3,1.57993867798,-65.84053268029,3457.0,17.468183517456055,12.174,7.631,,,nan,nan,,,,,,nan,53.49672047141704,,
69,TIC 201254618,3,1.6118121094,-59.56289958039,4437.57,41.01987838745117,10.5,7.636,,,nan,nan,,,,,10.2318,2026arXiv260305586B,32.30923564745892,,2408.0
70,TIC 238432056,1,1.65326704382,29.02150289093,5491.0,13.758092880249023,6.07,4.314,9.598,4.1,0.5,2016ApJS..225...32B,0.4073999999999999,-4.304547307385606,-4.379021019994923,-4.440418644734425,,nan,17.12831163411397,,
71,TIC 201694126,3,1.67574361222,52.58637820124,5714.25,46.2443,11.19,9.566,,,nan,nan,,,,,,nan,13.796387811912698,,
72,TIC 176287658,3,1.67998845411,-7.53806231717,2902.0,4.845412731170654,13.837,7.439,,,nan,nan,1.66438060172,,-5.327219149116789,,,nan,71.08558250351457,,
73,TIC 229012143,3,1.70869388659,-23.10754099413,6762.9,39.70513916015625,6.173,5.24,1.749,,nan,nan,,,,,0.462913,2023ApJS..268....4F,0.15934810977835348,,152.415716
74,GAIA DR3 2427825582274968576,3,1.8086499,-10.6079582,3661.0,46.82040786743164,11.85,7.993,,,nan,nan,,,,,0.999321,2006SASS...25...47W,48.187546184359014,,
75,TIC 201698544,3,1.83076140263,52.69208346778,3797.0,38.58361053466797,12.647,8.94,,,nan,nan,,,,,,nan,44.942690954291486,,
76,TIC 12395998,3,1.84393396844,-25.35665191658,6459.5,49.39308166503906,7.06,5.915,3.289,9.0,1.1,2007A&A...475..519H,,,,,7.52776,2023ApJS..268....4F,1.8825769506316403,,66.201707
77,TIC 114809058,3,1.88559086913,-23.81872167352,5173.0,32.76051712036133,8.7,6.685,,2.246,0.418,2018A&A...615A..76S,0.1788,-5.710520660718228,-5.001881869809802,-4.985440239537321,,nan,21.49019408204723,,
78,TIC 407055622,3,1.96167578741,67.60712533086,3542.0,25.195457458496097,11.85,7.512,,,nan,nan,,,,,11.934987,2023ApJS..268....4F,51.217189465725696,,429.109301
79,TIC 326682209,3,1.96702314972,55.57704234447,5965.0,48.75736999511719,7.82,6.419,7.215,8.0,1.1,2007A&A...475..519H,,,,,6.7107,2026arXiv260305586B,9.618049228614463,,2890.0
80,TIC 439967669,3,2.02676663757,47.95065856208,3282.0,18.641841888427734,12.779,7.677,,,nan,nan,,,,,4.3798,2026arXiv260305586B,58.51365187710958,,3921.0
81,TIC 289624436,3,2.06817425204,-14.82449182255,5900.0,27.284399032592773,7.03,5.556,3.944,2.407,0.187,2018A&A...615A..76S,0.195,-4.7,-4.7028529601361315,-4.808522820349901,5.387593,2023ApJS..268....4F,10.742141643344809,4.6,334.154459
82,TIC 201287746,3,2.07242704784,-57.09802927529,3381.0,12.803473472595217,12.07,7.395,,,nan,nan,,,,,,nan,55.620460301766165,,
83,TIC 114817448,3,2.08246451389,-21.00550499251,3708.0,39.68964385986328,12.439,8.439,,,nan,nan,,,,,,nan,47.0406869172851,,
84,TIC 427733653,3,2.096903,29.09042,13076.0,29.744199881023203,2.06,2.223,,,nan,nan,,,,,,nan,0.002,,
85,TIC 405187645,3,2.10727337408,6.61680227297,5872.0,38.341182708740234,7.59,6.116,7.744,14.6,0.5,2016ApJS..225...32B,0.3295,-4.349821729890781,-4.373322617661856,-4.452901859791112,3.6309920822367174,2023A%26A...674A..20D,11.218796251848312,,986967.1910266012
86,TIC 357370384,3,2.1136644447,17.42429318014,3805.0,21.72243881225586,10.763,6.98,,,nan,nan,,,,,16.7903,2026arXiv260305586B,44.75871205963794,,2104.0
87,TIC 194303203,3,2.168181,36.627115,6169.0,32.607,6.213,12.357,4.118,7.3,nan,2017AJ....153...21L-San,,,,,,nan,6.050999115156798,,
88,TIC 461342461,3,2.23848988758,66.4566594155,5148.0,36.33638000488281,8.56,6.518,,2.0,1.1,2007A&A...475..519H,,,,,,nan,21.827579935765495,,
89,TIC 12421103,3,2.24838893103,-25.12136898786,3996.46,45.80232238769531,11.92,8.44,,,nan,nan,,,,,,nan,40.57063081263847,,
90,TIC 12421862,3,2.26815992113,-27.12213328787,3782.0,23.76367950439453,11.67,7.856,,,nan,nan,,,,,19.2332,2026arXiv260305586B,45.28967134443128,,1376.0
91,TIC 396298498,3,2.294576,59.149788,6810.0,16.69727834362999,2.27,1.454,1.16,71.0,nan,2009A&A...493.1099S,0.3112,,-4.256772210152557,,,nan,0.09058988946750421,,
92,TIC 300975286,3,2.3063722781,-4.13401408712,3560.0,33.58688735961914,11.69,7.725,,,nan,nan,,,,,,nan,50.74703261043576,,
93,TIC 283858885,3,2.30797307355,25.27749456687,4018.87,44.43651580810547,11.404,8.087,,,nan,nan,,,,,,nan,40.106306172944954,,
94,TIC 283858887,3,2.31559470225,25.28201621019,5678.0,43.88330841064453,7.77,6.097,7.216,1.0,1.1,2007A&A...475..519H,,,,,,nan,14.36125731731461,,
95,TIC 114819742,3,2.33314020515,-21.24483654834,3590.0,23.225095748901367,12.18,7.937,,,nan,nan,,,,,,nan,49.97297423466561,,
96,GAIA DR3 2740838675638702208,3,2.344265,3.8378175,4046.0,49.94807052612305,11.555,8.197,,,nan,nan,,,,,,nan,39.551111762602275,,
97,TIC 314017939,3,2.35266330879,-45.74742040269,4862.0,44.29434967041016,3.87,1.617,0.377,,nan,nan,,,,,1.448741,2023ApJS..268....4F,25.769942206306677,,155.072913
98,TIC 461356882,3,2.51755795251,67.46972893266,4875.3,39.80098342895508,9.71,7.316,7.043,,nan,nan,,,,,9.2729,2026arXiv260305586B,25.580976318661538,,8011.0
99,TIC 289672912,3,2.64189376393,-11.97248979918,3826.0,45.774322509765625,12.237,8.441,,,nan,nan,,,,,,nan,44.2793046735175,,
100,TIC 301033489,3,2.76921127864,-5.78397476129,3846.0,24.315147399902344,10.811,7.119,,,nan,nan,,,,,9.342107,2023ApJS..268....4F,43.82744648383112,,400.13309
101,TIC 468869378,3,2.76922655446,5.20897286095,3803.0,37.005088806152344,11.542,7.693,,,nan,nan,,,,,,nan,44.804636791850754,,
102,TIC 289673491,1,2.81604541137,-15.46798354267,6190.0,18.87725257873535,4.89,3.821,3.859,4.88,nan,2010A&A...520A..79M-SARG,0.1497,-4.94,-4.85977681542618,-4.907439046072686,5.200395,2023ApJS..268....4F,5.695121489042366,,154.421454
103,GAIA DR3 422886126401496064,3,2.8381553,58.3499178,4030.0,30.379100799560547,,6.474,,,nan,nan,1.0502,,-4.585639561338388,,11.609234,2023ApJS..268....4F,39.87762768268282,,485.932971
104,TIC 22527304,3,2.84348905284,30.44957620134,5561.0,34.0346794128418,7.941,6.176,,5.6,0.5,2016ApJS..225...32B,0.5905,-4.25,-4.162176091239389,-4.274966102899501,6.0069,2026arXiv260305586B,16.11873969180706,,505824.66200311406
105,TIC 201292718,3,2.89914229003,-57.47255001667,5120.0,37.12885665893555,9.08,6.993,0.442,1.985,0.646,2018A&A...615A..76S,,,,,5.691812,2023ApJS..268....4F,22.205965753234967,,146.537253
106,TIC 405305758,3,2.90605232771,10.32833295345,5830.79,47.144073486328125,8.61,7.039,,,nan,nan,,,,,4.145777,2023ApJS..268....4F,11.910498370068256,,70.769192
107,TIC 120523708,3,2.92352880177,-39.22994676652,4514.36,34.87953186035156,9.91,7.188,,,nan,nan,,,,,,nan,31.03966217185834,,
108,TIC 70847587,1,2.93341997763,-35.1331199934,6533.3,21.705833435058594,5.239,4.134,2.807,4.05,2.4,2023ApJS..266...11B,0.144,,-4.859478176687868,,,nan,1.2028710625042367,,
109,TIC 150785249,3,2.97097168482,22.98460718589,3326.0,20.468917846679688,13.002,7.987,,,nan,nan,,,,,11.986223,2023ApJS..268....4F,57.209682763398554,,229.156735
110,TIC 289674115,3,2.97601172697,-16.67865188983,3769.0,41.720645904541016,12.312,8.444,,,nan,nan,,,,,,nan,45.59253286846462,,
111,TIC 22567172,3,2.9851579589,33.05472273396,3368.0,20.931713104248047,13.003,8.156,,,nan,nan,,,,,,nan,55.99206985404611,,
112,TIC 437739969,3,3.01676554162,27.09895405818,4782.01,25.89199447631836,8.73,6.298,,,nan,nan,,,,,8.326586,2023ApJS..268....4F,26.923064903708458,,286.670766
113,TIC 201293938,3,3.0628776907,-56.62833927878,3751.0,41.711673736572266,12.324,8.451,,,nan,nan,,,,,7.87518,2023ApJS..268....4F,46.01519559216704,,472.95702
114,TIC 51940720,3,3.12625826822,14.56357251637,4956.0,43.94004440307617,8.44,6.245,,,nan,nan,,,,,1.8477,2026arXiv260305586B,24.44901471561535,,18776.0
115,TIC 70858252,3,3.1367121293,-30.8598396865,5607.2,47.76917266845703,8.67,6.93,11.251,1.0,1.1,2007A&A...475..519H,,,,,,nan,15.436114371342391,,
116,TIC 150816111,3,3.13963484024,21.71344135157,3877.0,31.271717071533203,11.747,8.042,,,nan,nan,,,,,,nan,43.13604754431755,,
117,GAIA DR3 2875786135761519488,3,3.1443438,34.2670635,3875.0,45.21003341674805,,8.466,2.822,,nan,nan,,,,,,nan,43.18032741798776,,
118,TIC 201293664,2,3.20937205695,-57.91260986801,5385.0,20.64345359802246,7.226,5.383,5.141,2.43,0.284,2018A&A...615A..76S,0.267,-4.72,-4.65755917964937,-4.703675023016045,10.442994,2023ApJS..268....4F,18.611722025017112,,550.421128
119,TIC 289701954,3,3.22466792386,-15.72603538341,3873.0,48.22240447998047,12.336,8.699,,,nan,nan,,,,,,nan,43.22465210213845,,
120,TIC 229088499,3,3.26072049511,-45.17675705841,4188.2,38.80134963989258,10.706,7.567,,,nan,nan,,,,,,nan,36.76051078851739,,
121,GAIA DR3 2798587122272590080,3,3.2882085,20.3824454,3839.63,41.52070617675781,,7.166,,,nan,nan,0.819571428571,,-4.808413811801417,,,nan,43.97086669485964,,
122,TIC 58732360,3,3.28835044918,5.59527917955,4089.1,42.08689880371094,10.61,7.23,,,nan,nan,,,,,0.3085,2026arXiv260305586B,38.68441853149414,,100686.0
123,TIC 461408984,3,3.29810861539,70.39795811502,3835.0,31.686359405517575,11.17,7.392,,,nan,nan,,,,,,nan,44.075401732644046,,
124,TIC 461417510,3,3.3161,69.3271,3540.0,26.809651474530835,12.49,7.746,,,nan,nan,,,,,,nan,51.26969634112499,,
125,TIC 51942109,3,3.33957827745,15.89408811895,4139.07,48.88583755493164,11.599,8.361,,,nan,nan,,,,,,nan,37.70254180638667,,
126,TIC 150853587,3,3.35265841422,19.07133595259,4447.3,33.95231246948242,9.86,7.003,,,nan,nan,,,,,,nan,32.14591975691552,,
127,TIC 120563501,3,3.3712,-36.8287,3835.0,27.21829069134458,10.781,6.962,,,nan,nan,,,,,9.997315,2023ApJS..268....4F,44.075401732644046,,320.256606
128,TIC 194387552,3,3.37849843002,41.03536986522,6921.0,37.178348541259766,5.712,4.841,1.419,24.3,nan,2009A&A...493.1099S,0.2329,,-4.447652824496928,,1.126361,2023ApJS..268....4F,0.01918807514762049,,4000.607201
129,TIC 120562863,3,3.37883977984,-40.3582657005,5071.9,35.60332107543945,9.02,6.879,,3.0,1.1,2007A&A...475..519H,,,,,7.9163,2026arXiv260305586B,22.858136298359153,,4572.0
130,TIC 407574350,3,3.41130064068,80.66578924435,3620.0,19.228105545043945,11.124,6.904,,,nan,nan,,,,,19.7866,2026arXiv260305586B,49.21067446383594,,1477.0
131,TIC 266997586,3,3.47087745128,-74.6882920142,5486.0,45.84481048583984,8.724,6.962,,8.0,1.1,2007A&A...475..519H,,,,,3.5859,2026arXiv260305586B,17.199404521820256,,21669.999999999996
132,TIC 408005982,3,3.50041973748,-10.95366923504,4917.38,42.309356689453125,9.36,7.184,,,nan,nan,,,,,10.2914,2026arXiv260305586B,24.98775940109087,,5210.0
133,TIC 408006047,3,3.51866081812,-11.31158498716,5636.0,42.88066864013672,8.38,6.722,4.97,0.0,0.0,2018A&A...615A..76S,0.128410778277,-4.88,-5.146609251612247,-5.257402172162382,,nan,15.00326629922613,,
134,TIC 437745749,3,3.52526128267,27.8429613098,3866.0,48.39664840698242,12.441,8.821,,,nan,nan,,,,,,nan,43.380142101181356,,
135,TIC 149011028,3,3.52908527516,-34.53823496291,3808.0,39.40851211547851,12.177,8.363,,,nan,nan,,,,,15.491,2006SASS...25...47W,44.689912275423055,,2571.0
136,TIC 120564340,3,3.53702042078,-40.03037164741,4043.19,37.798221588134766,10.95,7.589,,,nan,nan,,,,,,nan,39.60826728838827,,
137,TIC 408012676,3,3.5427211342,-7.19911506268,6370.0,45.626739501953125,7.32,6.073,3.72,21.05,0.98,2020ApJ...898..119R,0.325,-4.42,-4.273599153760747,-4.342253337878182,1.404,2026arXiv260305586B,2.945079248296586,,2375.0
138,TIC 201306559,3,3.56128255584,-55.06966108768,6528.0,46.01033782958984,8.788,5.543,2.679,15.0,1.1,2007A&A...475..519H,,,,,3.403314,2023ApJS..268....4F,1.2455499217459463,,522.053198
139,GAIA DR3 2323040096922657920,3,3.5841248,-27.5313951,5802.0,47.31216049194336,6.46,5.865,3.95,5.0,1.1,2007A&A...475..519H,0.143,,-4.990138072223407,-5.133389435014707,,nan,12.386265670382414,,
140,TIC 425933136,3,3.6840328517,-62.09901927675,3880.0,48.27411651611328,12.156,8.182,,,nan,nan,,,,,2.7268,2026arXiv260305586B,43.0697116441657,,1194.0
141,TIC 365961623,3,3.7460708786,33.26152536975,4089.22,49.33613586425781,11.133,7.814,,,nan,nan,,,,,11.053642,2023ApJS..268....4F,38.682031335912804,,954992.586021436
142,GAIA DR3 4689442248089776000,3,3.7597519,-72.8424442,3798.0,34.704830169677734,12.7,7.76,,,nan,nan,,,,,1.287971,2023ApJS..268....4F,44.9196527269201,,4596.888586
143,TIC 273650690,3,3.76931038078,-68.53010002494,5602.1,46.57571029663086,8.58,6.909,6.451,3.0,1.1,2007A&A...475..519H,0.199,,-4.774923266483433,-4.854646840761596,5.575792,2023ApJS..268....4F,15.512163367530206,,110.114642
144,TIC 355766445,3,3.86464672927,-64.24854764257,3524.0,47.6845703125,12.9,8.443,,,nan,nan,,,,,3.6956,2006SASS...25...47W,51.69168750210028,,24133.0
145,TIC 12862728,3,3.8671,-16.1338,3186.0,4.99,11.483,6.39,,,nan,nan,,,,,,nan,61.46267021090919,,
146,TIC 373459942,3,3.90202281984,72.28355264398,3562.0,25.60303497314453,12.289,7.991,,,nan,nan,,,,,,nan,50.695059158506695,,
147,TIC 440065990,3,3.91266074466,47.58943710364,3445.0,11.489891052246094,10.97,6.467,,,nan,nan,,,,,,nan,53.82658632737473,,
148,TIC 394134586,3,3.93117690643,-67.99334773614,3461.0,18.76438331604004,12.531,8.02,,,nan,nan,,,,,,nan,53.38721402800774,,
149,TIC 52005579,3,3.95517661892,13.5561995571,3376.0,12.161627769470217,12.6,7.807,,,nan,nan,,,,,,nan,55.763094730577016,,
150,TIC 394134589,3,3.96469272424,-67.99772859808,3712.0,18.76200294494629,10.915,6.949,,,nan,nan,,,,,3.993832,2023ApJS..268....4F,46.944343210858264,,223.500222
