,star_name,TSS_tier,ra,dec,Teff,sy_dist,sy_vmag,Age,vsini_adopt,S_index_adopt,RHK_adopt,RHK_calculated_marvin23,prot_adopt,r_prot_adopt,act_cycle_adopt,phot_jitter_adopt
682,TIC 67655714,3,19.31420399771,-35.71589254274,3555.0,17.39387321472168,11.284,,,,,,7.090282,fetherolf24,,234.760551
683,TIC 439410915,3,19.31551953734,-13.26326344074,3766.0,23.60316467285156,10.786,,,,,,4.036252,fetherolf24,,113.342054
684,TIC 54272677,3,19.34504462598,63.10479344916,3843.0,46.49681091308594,12.21,,,,,,,nan,,
685,TIC 439411675,3,19.39177017844,-15.50331904278,4680.26,32.41737747192383,9.803,0.562,,,,,,nan,,
686,TIC 67656432,3,19.42555616851,-31.51964293075,3696.0,32.060829162597656,12.48,,,,,,,nan,,
687,TIC 16956183,3,19.46095050069,28.6704935219,3663.0,16.697782516479492,11.569,,,,,,,nan,,
688,TIC 380887434,3,19.47187781631,5.47393072726,3702.0,18.085229873657227,10.791,,,,,,8.714083,fetherolf24,,457.030369
689,TIC 382552329,3,19.49738530151,-48.15030709753,4054.0,46.17221450805664,11.577,,,,,,,nan,,
690,TIC 11557192,3,19.53588356589,-27.99316864325,4662.25,49.3525276184082,10.42,,,,,,,nan,,
691,TIC 439412823,3,19.56670845883,-12.89982792635,3563.0,23.732650756835938,11.796,,,,,,,nan,,
692,TIC 196889530,3,19.5867790027,44.27143305958,4594.2,39.089332580566406,9.95,2.664,,,,,,nan,,
693,TIC 16957494,3,19.60385132202,26.74636582233,4989.08,45.6820182800293,9.34,9.645,,,,,1.89516,fetherolf24,,311.081185
694,TIC 248391510,3,19.66757185819,-0.87439467195,3877.8,27.488807678222656,10.679,,,,,,,nan,,
695,TIC 248391508,3,19.67124472789,-0.86756637118,5297.0,27.450532913208008,8.68,5.601,2.0,0.256,-4.71,-4.51879601465241,7.956083,fetherolf24,,783.7413
696,TIC 229098638,3,19.81192130748,-43.62984161256,4987.0,32.082122802734375,9.37,,4.0,,,,,nan,,
697,TIC 11568630,3,19.87110074285,-24.95120664963,5708.0,49.10716247558594,8.41,10.137,0.6,0.2605,-4.85,-4.361909509123971,18.0,wright04,,
698,GAIA DR3 321927800499479552,3,19.8871051,38.0465314,4078.09,44.44021987915039,11.242,,,,,,,nan,,
699,TIC 41841553,3,19.88913816073,-39.36260140719,5900.0,39.05891799926758,7.65,6.458,4.0,0.213,,-4.4204458081044775,10.767955,fetherolf24,,256.728602
700,TIC 385082619,3,19.91588221375,15.9624547132,3888.0,43.68903732299805,12.212,,,,,,11.528825,fetherolf24,,361.827318
701,TIC 10787084,3,20.01245716245,-9.88378512556,6796.4,48.43303680419922,6.65,2.003,25.0,,,,1.607497,fetherolf24,,160.174403
702,TIC 186481727,3,20.01486405105,38.99044779159,4086.51,43.3218994140625,11.345,13.227,,,,,,nan,,
703,TIC 631621073,3,20.11528654847,-57.33916358637,5348.0,47.98868179321289,9.39,,,,,,,nan,,
704,TIC 206583981,3,20.11642213805,-57.33851609599,6320.94,47.93102264404297,7.0,3.971,9.0,,,,,nan,,
705,TIC 365027003,3,20.12204007261,11.35591275739,5056.16,49.01460647583008,9.75,,,,,,8.012234,fetherolf24,,864.43738
706,TIC 469969357,3,20.12511658776,-19.9489694863,5616.0,29.64724349975586,7.59,,2.0,,,,,nan,,
707,TIC 10802452,3,20.13445027481,-11.46770230859,5371.0,35.26702880859375,8.39,7.149,4.7,0.531,-4.32,-4.117474582086241,6.0,wright04,,
708,TIC 186485314,3,20.13730858483,38.33303162146,4444.97,46.26325225830078,10.54,,,,,,9.557576,fetherolf24,,301.726193
709,TIC 332575186,3,20.15393052148,54.96235087652,5950.6,33.596893310546875,7.2,5.013,4.0,,,,6.200268,fetherolf24,,318.869552
710,TIC 332678520,3,20.16977555916,57.32791821684,4060.14,21.719327926635746,10.36,,3.21,,,,,nan,,
711,TIC 241018215,3,20.26461474634,51.98367043784,6183.0,47.94857025146485,7.62,5.186,4.0,,,,,nan,,
712,TIC 41858828,3,20.29213069191,-37.49163949263,4480.03,47.8881950378418,10.346,,,,,,2.263,watson06,,
713,GAIA DR3 4914126865108605568,3,20.3255951,-54.5735171,4314.0,47.4093017578125,11.195,,,,,,,nan,,
714,TIC 365055817,3,20.3302390908,11.53673891981,6834.0,49.8557,8.6,0.87,,,,,,nan,,
715,TIC 630578178,3,20.33067933853,11.53668813332,,49.8557,8.82,,,,,,,nan,,
716,TIC 61128703,3,20.36745470622,31.34136486175,5041.0,29.035829544067383,8.46,,2.0,0.487,-4.49,-4.296934743599958,12.123255,fetherolf24,,912.464208
717,TIC 17003109,3,20.37241701829,24.33056829623,3930.0,27.08336639404297,10.689,,,,,,,nan,,
718,TIC 420658458,3,20.37879213591,80.15179970498,4229.34,24.33685874938965,9.655,,,0.9898,,-4.351458679569868,11.923835,fetherolf24,,332.56793
719,TIC 41859985,3,20.39414231273,-41.65640283188,3918.0,16.688579559326172,10.13,,,,,,,nan,,
720,TIC 262530407,3,20.43912638729,-46.71437969256,3639.0,22.44118881225586,11.403,,,,,,9.15198,fetherolf24,,399.932173
721,TIC 468723402,2,20.49630508806,76.71028814488,5149.0,16.995771408081055,7.167,12.211,0.2,0.21,-4.85,-4.689042198093211,6.317493,fetherolf24,7.2,308.748486
722,TIC 140460192,3,20.51847751228,-33.61766238796,4400.0,38.56716537475586,11.012,,,,,,9.58,watson06,,15043.410142
723,TIC 11613065,3,20.53172410357,-26.89309949478,4960.0,30.689268112182617,8.76,12.075,2.23,0.34,,-4.5104116859922465,10.86747,fetherolf24,,252.956979
724,TIC 411628298,3,20.543,22.1508,3168.0,11.671335200746965,12.996,,,,,,0.50044,fetherolf24,,1813.846855
725,TIC 411629521,3,20.57448989522,18.6827076324,5734.0,26.048555374145508,6.966,7.456,-0.18,0.174785714286,-4.93,-4.590089487747767,21.0,wright04,,
726,TIC 140461242,3,20.59612139049,-33.21423180481,4093.34,27.71285057067871,10.33,,,,,,,nan,,
727,TIC 58857879,3,20.65250531942,12.75094937759,4930.0,44.25602722167969,9.5,7.891,,,,,,nan,,
728,TIC 58857880,3,20.65317551123,12.75239154528,3972.0,44.26386260986328,11.75,,,,,,,nan,,
729,TIC 11614297,3,20.68350673633,-25.78546833105,3383.0,19.57205009460449,13.04,,,,,,34.03,watson06,,
730,TIC 399702696,3,20.6884,0.5347,3200.0,37.4514,13.67,,,,,,,nan,,
731,TIC 365063993,3,20.73648738559,7.4192568763,4904.0,45.416725158691406,7.305,13.44,7.0,,,,6.41444,fetherolf24,,6276.804856
732,TIC 630009118,3,20.75224210312,-12.95804301044,,30.19361114501953,,,,,,,,nan,,
733,TIC 32550427,3,20.75257339143,-12.95840256069,3961.9,30.146942138671875,10.31,,,,,,,nan,,
734,TIC 32550957,3,20.75363949944,-16.48746161422,5781.0,37.63087463378906,7.93,,0.1,,-4.83,,,nan,,
735,TIC 32550429,3,20.76099496818,-12.96606819324,5284.0,30.025297164916992,7.84,,2.431,0.184,-5.02,-4.713840045367878,46.0,wright04,,
736,TIC 32550429,3,20.76099496818,-12.96606819324,5284.0,30.025297164916992,7.84,,1.766,0.184,-5.02,-4.713840045367878,46.0,wright04,,
737,TIC 248949078,3,20.81533027157,-2.1458955632,3620.0,43.15494918823242,12.638,,,,,,3.658038,fetherolf24,,344.836476
738,TIC 32550424,3,20.82511942958,-12.93968245208,3410.0,15.673545837402344,13.009,,,,,,,nan,,
739,TIC 52257075,3,20.82928357125,-66.17247655641,4599.5,37.81157302856445,9.91,,,,,,,nan,,
740,TIC 206592394,3,20.83856208537,-57.48074712586,5597.0,45.24979782104492,8.543,,14.0,,,,,nan,,
741,TIC 140477186,3,20.85324914941,-30.75945467619,3769.0,22.90951919555664,11.619,,,,,,,nan,,
742,TIC 183799419,3,20.85778432734,-76.61178191561,5762.7,46.23909759521485,8.36,3.594,7.0,,,,,nan,,
743,TIC 10838226,3,21.00585456802,-8.18325649664,4719.0,34.43278121948242,3.59,7.762,,,,,4.595835,fetherolf24,,416.898221
744,TIC 206593654,3,21.04036926573,-56.8584715744,4613.8,43.28922653198242,10.18,12.294,,,,,8.957903,fetherolf24,,725.687936
745,TIC 140492866,3,21.05126790752,-31.81196131327,6069.0,47.60885620117188,6.855,5.992,5.0,0.133,,-4.69267560938606,,nan,,
746,TIC 385118961,3,21.06885899319,12.90753264125,4746.75,36.54362106323242,9.52,10.245,,,,,,nan,,
747,TIC 400023807,3,21.07963275077,27.36641717427,4274.2,45.76692199707031,10.97,,,,,,7.224581,fetherolf24,,412.732506
748,TIC 299099679,3,21.08542189972,-6.91464341453,6579.0,44.7828,5.92,2.11,24.8,0.235,,-4.236895747558291,1.2569,fetherolf24,,138.678172
749,TIC 199729914,3,21.0921274925,-44.13631878773,3721.0,32.3616828918457,12.071,,,,,,,nan,,
750,TIC 332867524,3,21.11296531884,57.85171138518,5380.27,38.6330680847168,8.57,,,,,,11.668132,fetherolf24,,410.928014
751,TIC 186530059,3,21.11666319626,39.06206194448,5340.0,33.05178451538086,8.39,6.523,1.1,0.2785,-4.72,-4.456318468952508,,nan,,
752,TIC 385142111,3,21.11685898996,12.85194112263,4438.0,46.667083740234375,11.64,,,,,,11.782614,fetherolf24,,345.861791
753,TIC 354112120,3,21.15636355524,52.80137767281,3972.3,34.06978225708008,10.804,,,,,,9.768334,fetherolf24,,392.554169
754,TIC 11638188,3,21.19781503191,-26.25439167435,3592.0,34.93375396728516,12.73,,,,,,,nan,,
755,TIC 11638187,3,21.19836052906,-26.25565848729,4097.0,34.926055908203125,10.29,,,,,,,nan,,
756,TIC 11637943,3,21.20502927002,-27.83904533946,5530.0,40.59164810180664,8.36,10.773,1.158,0.175,-4.93,-4.6554439495529625,,nan,,
757,TIC 456861826,3,21.22476693219,18.49993186706,5053.0,31.373096466064453,8.492,,2.1,0.172,-5.03,-4.846574423845244,6.26025,fetherolf24,,95.228555
758,TIC 248953025,3,21.28953480872,-1.05968209869,4728.0,31.84906959533691,9.47,13.096,,,,,11.752372,fetherolf24,,711.91139
759,TIC 18121498,3,21.30214827946,28.56669486032,6052.0,44.75535583496094,7.12,6.998,3.5,0.144,-4.89,-4.6372135178814435,18.0,wright04,,
760,TIC 399732990,3,21.33377785191,1.46085771031,5768.0,39.75571823120117,7.39,12.19,0.49,0.153,-5.05,-4.668264193085336,2.854973,fetherolf24,,43.227583
761,TIC 80532759,3,21.3674339941,31.97923471558,5406.31,45.71128845214844,8.953,3.523,,,,,,nan,,
762,TIC 365074976,3,21.4027,9.7569,3265.0,27.9729,13.277,,,,,,,nan,,
763,TIC 399733863,3,21.41943636157,2.97205475329,6628.0,49.5141830444336,6.97,2.169,,,,,0.762831,fetherolf24,,174.082889
764,TIC 54995745,3,21.45396791791,60.23528334504,7980.0,31.212337493896484,2.68,,123.0,,,,0.119024,fetherolf24,,459.973445
765,GAIA DR3 4930557382758702336,3,21.4833916,-47.8987085,5499.11,37.40047836303711,9.63,,3.0,0.253,,-4.449084799605835,,nan,,
766,TIC 199731283,3,21.48378189576,-47.89887513672,5435.0,37.514198303222656,8.84,8.59,,,,,11.019112,fetherolf24,,149.496192
767,TIC 80535228,3,21.53660994164,34.57970267297,6395.0,38.10079574584961,6.331,3.138,20.16,0.1902,-4.71,-4.387035547254338,3.087753,fetherolf24,,247.220227
768,GAIA DR3 316416154867209088,3,21.5386715,31.9145653,5493.0,46.24200439453125,9.24,1.081,,,,,,nan,,
769,TIC 456865914,2,21.56359459878,19.17234849823,6817.0,25.72786331176757,5.344,1.749,60.1,0.2483,,-4.186679489031091,1.293654,fetherolf24,,611.351823
770,TIC 191721574,3,21.57785884168,43.45774056812,6157.0,42.610130310058594,5.978,2.827,6.0,,,,4.145363,fetherolf24,,33.232031
771,TIC 248955931,3,21.57990492728,-4.67407839295,5664.0,45.861122131347656,8.14,10.798,2.5,0.186,-4.82,-4.572738413977336,,nan,,
772,TIC 11649564,3,21.65485826573,-24.28328053333,4824.76,46.85713577270508,10.12,,,,,,,nan,,
773,TIC 11648750,3,21.70518947378,-29.47496797512,5554.0,42.25027847290039,8.41,,1.843,0.171,-4.98,-4.661998082458621,,nan,,
774,TIC 423700466,2,21.71485431457,-13.0565103809,7159.0,35.3924446105957,5.505,1.31,,,,,0.641931,fetherolf24,,339.749865
775,TIC 248957280,3,21.75644684975,-0.15758432846,5427.0,30.980194091796875,7.93,,1.836,0.165518518519,-5.0,-4.727134121648357,,nan,,
776,TIC 44561692,3,21.77636886929,34.37755173602,6537.0,41.9796257019043,6.283,2.639,19.0,,,,2.005377,fetherolf24,,205.320727
777,TIC 11649919,3,21.86338712679,-25.936905337,5249.0,44.986122131347656,9.15,6.472,2.51,0.343,,-4.383317099747634,4.275188,fetherolf24,,78.847088
778,TIC 301797114,3,21.86501416276,23.24456241871,4547.48,37.1352424621582,9.78,9.219,,,,,,nan,,
779,TIC 191764184,2,21.91408806604,45.40668699895,6534.6,28.78179359436035,4.83,2.046,57.1,0.2274,,-4.260860323646879,1.459801,fetherolf24,,125.641272
780,TIC 241067235,3,21.92717534335,48.13992044587,5724.18,48.20534133911133,8.75,,,,,,2.493946,fetherolf24,,70.434006
781,TIC 248959861,3,21.98151870934,-1.99148801616,5687.0,48.01520156860352,8.59,,2.307,,,,,nan,,
782,TIC 158595208,3,22.03608731426,-52.63865208516,4836.3,39.80767822265625,9.07,,0.0,,,,6.335726,fetherolf24,,4577.569239
783,GAIA DR3 315328531708809856,3,22.0797767,30.5576976,6320.0,47.82377624511719,6.91,3.503,6.0,,,,3.123646,fetherolf24,,47.426064
784,TIC 510246322,3,22.08059629895,42.78217363421,4619.34,,8.76,,,,,,,nan,,
785,TIC 191770861,3,22.14316790499,42.26769135614,6267.0,33.360382080078125,6.66,3.087,12.9,0.2665,-4.37,-4.208767190233936,3.0,wright04,,
786,TIC 44630179,3,22.1857797524,31.61122896821,4891.89,40.09645080566406,9.29,,,,,,,nan,,
787,TIC 461639857,3,22.25460717418,86.93308979605,5645.57,42.7227897644043,8.41,6.329,,,,,,nan,,
788,TIC 381316671,3,22.27040393878,21.72316737767,4829.0,23.26711845397949,7.704,,3.0,0.567,-4.45,-4.319172430470528,3.264353,fetherolf24,,431.002325
789,TIC 326812578,3,22.36021232721,42.28190522848,6432.2,48.11900329589844,7.196,2.473,13.0,,,,4.888266,fetherolf24,,93.095292
790,TIC 381319184,3,22.45272207662,23.69044272675,5899.0,47.01262664794922,7.64,8.304,3.0,,,,,nan,,
791,TIC 44634692,3,22.464024249,31.00733515666,5656.0,43.20913314819336,7.93,13.036,4.33,0.1905,-4.85,-4.560547449921557,27.0,wright04,,
792,TIC 344368428,3,22.52105331723,-25.75228703725,3770.0,34.117488861083984,11.685,,,,,,,nan,,
793,TIC 313936437,3,22.60402408147,-29.25887443659,5020.0,38.06821823120117,9.44,,1.516,,,,,nan,,
794,TIC 308289464,3,22.6846814361,50.6657908099,5504.42,48.87780380249024,8.66,13.33,,,,,,nan,,
795,TIC 387010194,3,22.72684618246,15.56496031777,4429.23,42.77377700805664,10.67,,,,,,,nan,,
796,TIC 207084815,3,22.74409388875,-48.87129215183,4749.0,39.36349105834961,10.14,,,,,,11.998558,fetherolf24,,102.660686
797,TIC 136842674,3,22.79605421046,-9.31223586248,5866.91,45.96890640258789,8.14,6.176,,,,,,nan,,
798,TIC 353168694,2,22.80730720504,70.26462024014,6293.9,27.578371047973636,5.837,3.607,11.0,,,,9.990019,fetherolf24,,174.910017
799,TIC 207084783,3,22.81294474727,-49.07270104097,4808.0,43.88378143310547,3.935,,,,,,3.045699,fetherolf24,,310.347744
800,TIC 18224448,3,22.83135331988,29.41309006394,5865.0,43.395973205566406,7.27,10.145,0.07,0.188583333333,-4.93,-4.503993786250246,20.0,wright04,,
801,TIC 441493794,3,23.1091761243,-21.90512237063,3666.0,18.61882209777832,11.155,,,,,,10.930604,fetherolf24,,115.052192
802,TIC 126998169,3,23.18468024748,20.98770601385,3605.0,25.82666015625,12.235,,,,,,,nan,,
803,TIC 55857683,3,23.2880213204,-24.91434101476,4428.54,35.36708450317383,10.063,,,,,,,nan,,
804,TIC 397983295,3,23.29100318943,69.96864091731,3453.0,19.34787368774414,12.733,,,,,,,nan,,
805,TIC 55857787,2,23.3158725415,-24.17795989888,5443.0,19.25678062438965,6.963,4.517,0.8,0.279,-4.62,-4.416168024459863,8.525526,fetherolf24,,274.31632
806,TIC 207086667,3,23.32207177222,-51.69430467829,3649.0,41.176719665527344,12.082,,,,,,,nan,,
807,TIC 18251910,3,23.329276062,23.97556970954,5753.0,32.88048553466797,7.63,5.178,2.3,0.397,-4.37,-4.125388205972952,5.348089,fetherolf24,,876.693822
808,TIC 100029967,3,23.36126326594,-43.90127906501,5275.0,41.29821395874024,7.83,13.57,7.0,,,,,nan,,
809,TIC 29845542,2,23.42848064113,-7.02534346454,5860.0,29.751611709594727,5.76,,4.2,0.137,-5.07,-4.7213722647077585,2.931962,fetherolf24,,127.461849
810,TIC 441496022,3,23.43082316035,-22.55573652842,3647.0,39.36193084716797,12.724,,,,,,,nan,,
811,TIC 18278208,3,23.47346437129,27.2357602975,4206.08,48.50674057006836,11.03,,,,,,,nan,,
812,TIC 631644083,3,23.47942827657,-55.52291774647,,42.09576034545898,,,,,,,,nan,,
813,TIC 206622446,3,23.48002428942,-55.52365135242,4647.83,42.06793212890625,9.88,1.706,,,,,7.666289,fetherolf24,,918.693056
814,TIC 308530792,3,23.48978430418,53.34166821806,5375.12,45.45038986206055,8.366,,,,,,,nan,,
815,TIC 54003038,3,23.49167254809,-17.63994668223,3294.0,14.69845962524414,13.042,,,,,,7.301956,fetherolf24,,2433.921952
816,TIC 303954252,3,23.50558921426,-72.16887436372,3697.0,37.040164947509766,12.089,,,,,,,nan,,
817,TIC 398025573,3,23.60198415581,65.96388464984,4371.18,41.03760528564453,10.73,,,,,,,nan,,
818,TIC 408705285,3,23.62708154212,78.06310078805,4327.0,39.29576873779297,10.64,4.328,,,,,,nan,,
819,TIC 398018469,2,23.63860162237,68.94813558973,5654.0,21.03559875488281,6.524,,0.2,0.162705539359,-4.98,-4.661571897736201,30.0,wright04,,
820,TIC 385444964,3,23.67185500434,82.84886541192,4840.14,31.339067459106445,9.04,,,,,,,nan,,
821,TIC 262809788,3,23.70360648886,0.94476608843,6054.0,36.54726409912109,6.921,5.342,3.0,,,,,nan,,
822,TIC 61360821,3,23.74207671191,33.1178443679,5804.5,49.606327056884766,6.748,5.3,4.0,0.1435,,-4.70281970316914,11.915405,fetherolf24,,49.780582
823,TIC 632180059,3,23.75409976312,-29.90980368874,,21.83661460876465,11.176,,2.0,,,,,nan,,
824,TIC 32268776,3,23.75419955203,-29.91037282735,4867.0,26.014,7.096,13.54,,,,,,nan,,
825,TIC 29853348,3,23.80801621861,-7.21429310086,3264.0,37.264442443847656,13.43,,,,,,0.7031,watson06,,
826,TIC 206652823,3,23.81259713414,-58.13947454804,6744.3,40.35306930541992,6.01,1.914,,,,,2.057497,fetherolf24,,84.331885
827,TIC 346874476,3,23.82877145547,10.27812404352,3990.7,46.87418365478515,14.374,,,,,,,nan,,
828,TIC 28117238,3,23.83738774906,-21.20109234888,5153.0,38.261810302734375,8.75,,2.136,0.144737188793,-4.89,-4.917640590681924,,nan,,
829,TIC 54018090,3,23.85961756993,-13.38102849536,6037.0,37.89037704467773,7.17,6.974,0.1,0.17975,-4.97,-4.49017466023343,,nan,,
830,TIC 327136219,3,23.90688976569,42.03886110127,4194.6,45.66576385498047,10.97,,,,,,,nan,,
831,TIC 28127152,3,23.9160706202,-20.06179664417,3531.0,30.250268936157227,12.357,,,,,,,nan,,
832,TIC 631689798,3,23.91771969297,-50.26158705157,4011.0,42.83563995361328,11.46,,,,,,,nan,,
833,TIC 207090627,3,23.91846681357,-50.26169471138,4030.0,43.03444290161133,10.47,,,,,,11.097835,fetherolf24,,238.379938
834,TIC 231832850,3,23.92013109832,-65.29368899109,5632.6,49.74957275390625,8.81,4.278,3.0,,,,9.038005,fetherolf24,,1084.432536
835,TIC 230980302,3,23.92488955184,-55.23798545573,6110.0,48.04109573364258,7.86,4.722,2.0,0.166,,-4.525731060635067,,nan,,
836,TIC 28127268,3,23.94024866154,-20.77051194729,4223.69,26.20063591003418,10.15,13.461,,,,,,nan,,
837,TIC 42013007,3,23.96069345695,-39.94712377052,6585.3,37.2698860168457,6.43,2.05,23.0,,,,2.29389,fetherolf24,,242.921147
838,TIC 54071627,3,23.97113516786,-17.53246702664,5709.77,40.0683822631836,7.17,11.912,,0.14,,-4.748246279275883,,nan,,
839,TIC 97469225,3,24.0420492023,-29.3923565795,5352.0,47.22155380249024,8.84,,0.0,0.172,,-4.729955429463658,,nan,,
840,TIC 150977490,3,24.16467960807,21.56310867313,4783.38,34.768882751464844,9.23,8.583,,,,,10.676244,fetherolf24,,5833.824038
841,TIC 189576919,1,24.19934213464,41.40546330856,6154.0,13.467429161071776,4.1,3.905,10.9,0.1538,-5.04,-4.568644564900577,9.34672,fetherolf24,,126.997353
842,TIC 126983005,2,24.2746607957,12.1417403205,6821.4,32.932151794433594,5.535,2.21,103.8,0.306,,-4.067926504388496,,nan,,
843,TIC 97470730,3,24.28594774119,-29.39326352197,5304.0,34.0823860168457,8.13,,2.054,0.1624,-5.09,-4.784415088904072,45.0,wright04,,
844,TIC 158624542,3,24.3367513722,-49.19566017135,3850.0,22.153228759765625,10.391,,,1.782,,-4.2945256642157394,7.879737,fetherolf24,,402.040969
845,TIC 390171290,3,24.33940223605,61.09128273195,3656.0,43.41361618041992,11.975,,,,,,6.787115,fetherolf24,,602.037594
846,TIC 353804063,3,24.34680728356,26.95335301096,4222.19,37.70052337646485,10.769,,,,,,,nan,,
847,TIC 353803599,3,24.35455917257,25.16776906955,5080.48,44.33170700073242,7.003,10.101,,,-4.94,,9.596844,fetherolf24,,192.593002
848,TIC 126983416,3,24.37316144592,13.62419234536,3696.0,39.707130432128906,12.317,,,,,,,nan,,
849,TIC 346897967,3,24.39309266175,6.9471942735,3478.0,24.870346069335938,12.938,,,,,,10.101113,fetherolf24,,913.156975
850,TIC 29900813,3,24.3977784357,-6.76042535801,5333.0,24.03947639465332,7.656,11.653,2.1,0.421,-4.4,-4.2461780691578035,3.418386,fetherolf24,,445.187264
851,TIC 29901695,3,24.40717119821,-9.4039276474,6148.0,43.729774475097656,6.24,3.28,7.0,,,,,nan,,
852,TIC 346923890,2,24.42033030464,12.07838094907,5810.0,25.42292594909668,6.76,9.058,2.089,0.1765,-4.9,-4.5613260947856045,23.0,wright04,,
853,TIC 230981971,3,24.428517,-57.236651,20230.0,42.75331338178709,0.46,,,,,,1.371593,fetherolf24,,60813.50012787176
854,TIC 29922518,3,24.460711,-14.94052,,,,,,,,,,nan,,
855,TIC 231836962,3,24.47323904871,-60.51152373288,5906.0,38.95824432373047,7.32,10.02,2.286,0.112963803103,-5.0,-4.864759832511354,,nan,,
856,TIC 394234013,3,24.48147485379,-82.9749909196,5856.4,26.98203659057617,5.87,8.026,7.0,0.255,,-4.329004430014549,9.646291,fetherolf24,,2924.082402
857,TIC 42055967,3,24.51334406283,-40.29312414838,4176.1,38.95500183105469,11.12,,,,,,,nan,,
858,TIC 289265961,3,24.52206117314,74.20459072094,3562.0,30.3328857421875,12.654,,,,,,7.375494,fetherolf24,,1919.780065
859,TIC 164681149,3,24.53551910432,-21.15962652173,4276.69,46.77440643310547,11.84,,,,,,,nan,,
860,GAIA DR3 94865180345415552,3,24.5590815,17.8294101,5269.0,49.81585693359375,,,,,,,10.628834,fetherolf24,,4718.632841
861,TIC 453303407,3,24.59006591881,57.232496087,3313.0,13.170975685119627,11.29,,,,,,,nan,,
862,TIC 262845999,3,24.62475568378,0.65158918868,3577.0,20.72170639038086,11.562,,,,,,7.587334,fetherolf24,,273.890309
863,TIC 327338552,3,24.64074718713,44.59043936291,4311.14,40.34943008422851,10.74,13.033,,,,,,nan,,
864,TIC 100103200,3,24.68119086891,-45.24208992034,3850.0,16.74056053161621,10.44,,,,,,,nan,,
865,TIC 100103201,3,24.6828087703,-45.24633982452,3789.0,16.74386978149414,10.82,,,,,,,nan,,
866,GAIA DR3 292587538869654400,3,24.7039778,26.447738,4982.0,38.525856018066406,9.17,,,,,,,nan,,
867,TIC 353850476,3,24.73306855829,29.1241786248,3953.0,49.58763885498047,12.24,,,,,,,nan,,
868,TIC 97483813,3,24.74103566566,-27.25221069917,5277.0,46.66849136352539,9.772,,0.0,,,,8.249406,fetherolf24,,92.62103
869,TIC 29928567,3,24.75573555037,-17.9506664723,3078.83,2.7185840606689453,12.08,,,,,,0.226946,fetherolf24,,15441.86034
870,TIC 632499595,3,24.75680587643,-17.95031163049,2842.0,2.6745901107788086,,,,,,,0.226956,fetherolf24,,25416.409071
871,TIC 231005004,3,24.78176782946,-56.42937541712,6540.2,46.89965057373047,7.08,2.077,,,,,1.015829,fetherolf24,,1026.989982
872,TIC 42071036,3,24.8567014251,-40.73986158205,3845.0,47.69222640991211,12.406,,,,,,10.527791,fetherolf24,,374.3314
873,TIC 29919174,3,24.8811529677,-6.19901506075,4098.75,47.53159332275391,10.92,,,,,,,nan,,
874,TIC 29919173,3,24.88161814304,-6.19817693549,4169.41,46.96998596191406,10.449,,,,,,,nan,,
875,TIC 26761835,3,24.89989123067,28.11102698667,5533.0,31.72115898132324,7.734,11.54,-0.01,0.168,-4.98,-4.680508091789116,5.239164,fetherolf24,,79.438814
876,TIC 327349605,2,24.90007456008,45.87777401522,5683.0,21.00149154663086,6.617,8.503,1.51,0.2625,-4.6,-4.365715660897847,6.991943,fetherolf24,,392.465317
877,TIC 230983650,3,24.91581117095,-59.46557047584,4203.9,38.35018157958984,11.139,11.11,,,,,,nan,,
878,TIC 100104021,3,24.9240384532,-46.50995193556,4692.0,35.10847473144531,9.89,,,,,,8.841423,fetherolf24,,117.11308
879,TIC 444719849,3,24.9257919684,65.16064349934,5506.0,46.28043746948242,8.53,13.316,1.4,0.1934,-4.89,-4.601896204534749,,nan,,
880,TIC 289351402,3,24.94059267109,73.70898288422,4282.79,27.1980094909668,9.81,,,,,,,nan,,
881,TIC 231005052,1,24.94818719996,-56.19644755727,5111.0,8.196051597595215,5.797,12.368,2.0,,,,,nan,,
882,TIC 231005905,1,24.9492214066,-56.19331944519,5025.0,8.188607215881348,5.685,0.518,0.245,,-4.795,,,nan,,
883,TIC 262878499,3,24.95474913002,2.25982684083,4882.19,43.809173583984375,9.745,11.877,,,,,,nan,,
884,TIC 262878194,3,24.96786979447,0.35587118817,4152.77,45.25019073486328,11.14,,,,,,11.820411,fetherolf24,,221.603798
885,TIC 29923117,3,24.97750275213,-9.97223863821,5987.0,47.7945556640625,7.86,7.253,5.0,0.176,,-4.515746003177358,6.380014,fetherolf24,,411.956309
886,TIC 47140545,3,24.9838262421,15.2592953373,4488.38,24.30524253845215,9.09,11.937,,,,,,nan,,
887,TIC 26763553,3,24.99660662303,26.18558098776,3499.0,32.351470947265625,12.515,,,,,,,nan,,
888,TIC 29938816,3,25.02005227581,-13.91136150954,3711.0,30.46463394165039,13.923,,,,,,8.486208,fetherolf24,,631.839576
889,TIC 327395613,3,25.02566660208,45.59505953631,3576.0,34.679439544677734,12.883,,,,,,,nan,,
890,TIC 369495198,3,25.07484863612,1.85595278689,4449.8,38.513179779052734,10.18,10.52,,,,,10.153673,fetherolf24,,3885.814245
891,TIC 32315087,3,25.14414873315,-30.72837932038,4179.98,44.20052337646485,11.61,,,,,,,nan,,
892,GAIA DR3 2572002686598426496,3,25.1455536,8.7607887,6667.0,48.4897575378418,6.345,2.11,,,,,1.376616,fetherolf24,,220.321837
