,star_name,TSS_tier,ra,dec,Teff,sy_dist,sy_vmag,Age,vsini_adopt,S_index_adopt,RHK_adopt,RHK_calculated_marvin23,prot_adopt,r_prot_adopt,act_cycle_adopt,phot_jitter_adopt
0,TIC 114807654,3,0.00434642638,-19.49883024682,4891.0,37.30635070800781,9.23,,,,,,,nan,,
1,GAIA DR3 2875125810310195712,3,0.0170125,34.1885535,5670.0,49.46256637573242,,8.57,,,,,,nan,,
2,TIC 138662501,3,0.05285038405,-4.05367997341,4204.54,43.80982971191406,10.718,,,,,,,nan,,
3,TIC 290405947,3,0.11312831757,-79.06198229236,5419.1,40.08252716064453,8.61,3.766,6.0,,,,10.530918,fetherolf24,,10114.046345
4,TIC 201236480,3,0.1349923995,-56.83560083708,4444.2,45.12610626220703,10.75,6.07,,,,,10.780546,fetherolf24,,372.014853
5,TIC 138667728,3,0.14495192033,-5.55205158157,3670.0,28.02464485168457,12.245,,,,,,,nan,,
6,TIC 380157588,3,0.16354821963,18.48885328649,4060.09,33.5330696105957,11.12,,,,,,,nan,,
7,TIC 267083739,3,0.16800036666,-69.67596567438,5175.0,29.29474258422852,8.24,,3.259,0.5224,-4.4233,-4.205403235794503,8.148017,fetherolf24,,10178.876083
8,TIC 417860263,3,0.17351742938,62.17589876853,6362.3,38.2684211730957,7.044,3.454,21.0,,,,,nan,,
9,TIC 270480629,3,0.1952747174,-35.1683432406,3725.0,38.70648193359375,12.204,,,,,,11.838048,fetherolf24,,237.089003
10,GAIA DR3 2772447981373673344,3,0.1959463,16.4027426,3805.0,47.39261245727539,12.8,5.054,,,,,,nan,,
11,TIC 456502768,3,0.20043456021,16.98811357708,4819.38,30.03970718383789,9.39,10.94,,,,,,nan,,
12,TIC 270481039,3,0.208434,-32.735979,,,8.99,,,,,,,nan,,
13,TIC 396234347,3,0.22234834919,35.75262206413,4540.4,41.93624877929688,9.93,,,,,,9.533974,fetherolf24,,1153.060902
14,TIC 138667606,3,0.24340787807,-4.93253674489,5744.4,44.95299530029297,8.57,,,,,,,nan,,
15,TIC 327953706,3,0.26735976442,-23.44033909935,4683.39,33.30397033691406,9.608,11.44,,,,,,nan,,
16,TIC 405230222,3,0.30358925284,13.97211727066,3929.0,36.03588104248047,10.264,,,,,,,nan,,
17,GAIA DR3 2767387380324493184,3,0.3049876,13.9750765,3921.0,36.51132583618164,10.26,,,,,,,nan,,
18,GAIA DR3 2881804450094712320,3,0.3486678,39.6103679,5655.18,49.87352752685547,9.68,1.318,11.0,,,,,nan,,
19,TIC 83955820,3,0.34983567944,34.28184746805,3997.47,38.05114364624024,11.28,,,,,,,nan,,
20,TIC 117550432,3,0.35766386224,-16.94844092124,3948.0,31.447586059570312,10.62,,,,,,10.7743,fetherolf24,,212.265292
21,GAIA DR3 2846749201903437184,3,0.4556565,21.4625048,4700.0,43.406097412109375,,13.467,,,,,,nan,,
22,TIC 412066335,3,0.53896649763,-68.28147524388,3863.1,16.950345993041992,10.56,,,,,,,nan,,
23,TIC 117956546,3,0.54308808083,27.08179910943,5411.0,12.31867218017578,5.75,7.4,3.2,0.1812,,-4.675761056828502,9.130143,fetherolf24,10.2,28.881734
24,TIC 321928346,3,0.56869972712,-53.57999355057,4110.57,48.36626434326172,11.46,,,,,,9.46731,fetherolf24,,353.416007
25,TIC 418416828,3,0.5748000041,60.50598008113,4838.7,38.193138122558594,9.71,0.375,,,,,,nan,,
26,TIC 403021108,3,0.5897621283,11.00623751079,5156.0,33.75575637817383,8.47,11.796,1.6,0.2008,-4.9,-4.712157559836284,11.923478,fetherolf24,,59.69189
27,TIC 321979728,3,0.6129927798,-46.02887028201,3641.0,36.93153381347656,14.727,,,,,,,nan,,
28,TIC 405267424,3,0.62375678012,8.48546305951,7038.3,37.498268127441406,5.69,1.187,55.0,,,,1.351004,fetherolf24,,178.213567
29,TIC 355688238,3,0.63920311048,-63.40199722297,3569.0,27.670167922973636,12.74,,,,,,,nan,,
30,TIC 257502302,3,0.69656399777,2.13015199434,5844.31,42.71038055419922,8.6,6.179,5.0,,,,11.068973,fetherolf24,,158.638307
31,TIC 611064060,3,0.69667573596,2.12972997454,,42.83127212524414,9.26,,,,,,,nan,,
32,TIC 395316709,3,0.75151599131,16.92931475159,4415.4,47.43317031860352,11.08,9.994,,,,,,nan,,
33,TIC 266880925,3,0.82693671202,-75.55584221606,4017.38,43.31661987304688,11.67,,,,,,8.725012,fetherolf24,,599.576461
34,TIC 257503361,3,0.82917543355,4.68693102772,3655.0,28.648744583129883,14.064,,,,,,20.736,watson06,,
35,TIC 12359292,3,0.9228540055,-28.39619334908,5545.7,40.22317886352539,8.23,13.324,3.0,0.46,,-4.121673945587425,9.719801,fetherolf24,,2751.285889
36,TIC 355705959,3,0.92983699488,-65.77956957301,3515.0,33.9563102722168,13.01,,,,,,,nan,,
37,GAIA DR3 2333073415404139264,3,0.9723797,-28.3938077,5617.0,49.71200942993164,7.64,12.458,0.0,0.15,,-4.728272069306573,,nan,,
38,TIC 201252550,3,1.09913213501,-57.3226969951,4554.97,48.42871475219727,10.45,11.422,,,,,,nan,,
39,TIC 160148344,3,1.10366756491,-47.06804382585,5119.43,47.84053039550781,9.8,,,,,,,nan,,
40,TIC 120459870,3,1.15182270904,-40.73413546804,3281.0,12.308996200561523,12.84,,,,,,10.505043,fetherolf24,,290.616725
41,TIC 372131402,3,1.22385287112,34.65966701041,5610.0,35.3251,6.11,,5.0,0.16315,,-4.6739289518455465,,nan,,
42,TIC 120460937,3,1.23306406861,-37.29820009684,4801.0,47.73749542236328,9.93,,,,,,5.083858,fetherolf24,,1157.323841
43,TIC 258866681,3,1.23467312837,23.269628699,5306.0,26.34477996826172,7.82,7.469,-0.42,0.1727,-4.936,-4.744604345320749,36.0,wright04,,
44,TIC 327857282,3,1.24465462613,-70.21244236514,5722.0,44.25977325439453,8.12,6.147,3.0,0.185,,-4.5578616632438695,10.048165,fetherolf24,,314.008123
45,TIC 355426214,3,1.2812304273,-52.15173926877,6139.7,42.25720977783203,7.52,5.028,4.0,0.193,,-4.422567803665512,5.788406,fetherolf24,,158.596079
46,TIC 439946126,3,1.29537156257,45.78656654478,3661.0,11.499558448791504,9.95,,,1.52914285714,,-4.480619674413146,10.368674,fetherolf24,,221.601219
47,TIC 327857952,3,1.3237030253,-67.83259045293,4549.0,16.38776969909668,8.485,7.415,,0.1022,-4.81,-5.409985576482643,8.986905,fetherolf24,,92.864378
48,TIC 300931103,3,1.3338686884,-5.70723544986,4710.0,42.51344680786133,4.61,5.466,,,,,2.88094,fetherolf24,,169.852347
49,TIC 120461526,2,1.35178534533,-37.35736323168,3375.0,4.345489501953125,8.562,,4.8,0.3489,-5.269,-5.380991398122658,8.05433,fetherolf24,,157.473896
50,TIC 355426648,3,1.354145556,-50.04804896672,3567.0,24.181650161743164,11.994,,,,,,5.872022,fetherolf24,,320.75615
51,TIC 301744056,3,1.37021009103,22.22449483081,5407.69,46.966644287109375,9.13,,,,,,,nan,,
52,TIC 176285709,3,1.37984140245,-9.61745921087,6481.9,49.49972152709961,7.13,2.815,24.0,,,,2.441951,fetherolf24,,270.851535
53,TIC 176285008,3,1.39530081801,-6.11857581534,3393.0,24.856674194335938,13.147,,,,,,,nan,,
54,TIC 176285385,3,1.41489781132,-7.90359149278,5023.14,47.820194244384766,9.59,,,,,,8.688806,fetherolf24,,7237.620917
55,TIC 439949948,3,1.42084507877,45.81037597301,4028.0,11.513547897338867,8.995,,1.97,1.7297,,-4.207048888055011,,nan,,
56,TIC 439949946,3,1.42092453196,45.81209588999,4065.0,11.517297744750977,8.826,,0.69,1.6395,,-4.210867670391227,,nan,,
57,TIC 347304330,3,1.42362806353,58.3132590675,5757.0,46.82524490356445,8.22,5.152,3.0,,,,3.250529,fetherolf24,,278.714858
58,TIC 347299560,3,1.46007362197,56.5002243833,4899.1,36.15349960327149,9.08,13.052,,,,,10.556283,fetherolf24,,893.609971
59,TIC 120462356,3,1.46893719781,-41.75306833826,6052.0,38.80204391479492,7.53,5.51,14.6,0.34,-4.35,-4.122507421347059,5.0,wright04,,
60,TIC 258868211,3,1.47811972599,18.23500741221,5915.0,37.40755844116211,7.45,4.62,2.0,,,,,nan,,
61,TIC 194230330,3,1.4801584096,41.4913703897,3599.0,39.88272476196289,12.813,,,,,,9.141171,fetherolf24,,11856.439785
62,TIC 258868174,3,1.48113861175,18.07587264534,5034.19,37.49115753173828,9.22,9.54,,,,,,nan,,
63,TIC 258868172,3,1.4818749818,18.07522557294,4865.65,37.487640380859375,8.58,11.224,,,,,,nan,,
64,TIC 604446820,3,1.56544493592,58.43712281813,5230.0,21.24051284790039,7.32,,4.7,0.2771,,-4.502666310826702,,nan,,
65,TIC 347304641,3,1.56588848963,58.43669860892,5823.0,20.77867889404297,5.988,12.082,6.1,,,,,nan,,
66,GAIA DR3 4976894960284725632,3,1.5797829,-49.0763639,4110.39,26.139678955078125,11.5,,,,,,,nan,,
67,TIC 389757979,3,1.57989759798,-49.07518723683,6243.0,26.17207908630371,5.76,3.865,9.759,,,,5.592298,fetherolf24,,116.748713
68,TIC 469970578,3,1.57993867798,-65.84053268029,3457.0,17.468183517456055,12.174,,,,,,,nan,,
69,TIC 201254618,3,1.6118121094,-59.56289958039,4437.57,41.01987838745117,10.5,,,,,,5.270878,fetherolf24,,1879.239542
70,TIC 238432056,1,1.65326704382,29.02150289093,5491.0,13.758092880249023,6.07,9.598,4.1,0.4763,-4.4,-4.124521991773717,,nan,,
71,TIC 201694126,3,1.67574361222,52.58637820124,5714.25,46.2443,11.19,,,,,,,nan,,
72,TIC 176287658,3,1.67998845411,-7.53806231717,2902.0,4.845412731170654,13.837,,,1.66438060172,,-5.172820014391166,,nan,,
73,TIC 229012143,3,1.70869388659,-23.10754099413,6762.9,39.70513916015625,6.173,1.749,,,,,0.462913,fetherolf24,,152.415716
74,GAIA DR3 2427825582274968576,3,1.8086499,-10.6079582,3661.0,46.82040786743164,11.85,,,,,,0.999321,watson06,,
75,TIC 201698544,3,1.83076140263,52.69208346778,3797.0,38.58361053466797,12.647,,,,,,,nan,,
76,TIC 12395998,3,1.84393396844,-25.35665191658,6459.5,49.39308166503906,7.06,3.289,9.0,,,,7.52776,fetherolf24,,66.201707
77,TIC 114809058,3,1.88559086913,-23.81872167352,5173.0,32.76051712036133,8.7,,2.246,0.179,-4.96,-4.77391397161058,39.0,wright04,,
78,TIC 407055622,3,1.96167578741,67.60712533086,3542.0,25.195457458496097,11.85,,,,,,11.934987,fetherolf24,,429.109301
79,TIC 326682209,3,1.96702314972,55.57704234447,5965.0,48.75736999511719,7.82,7.215,8.0,,,,6.803292,fetherolf24,,4960.363219
80,TIC 439967669,3,2.02676663757,47.95065856208,3282.0,18.64184188842773,12.779,,,,,,4.370685,fetherolf24,,3429.239295
81,TIC 289624436,3,2.06817425204,-14.82449182255,5900.0,27.284399032592773,7.03,3.944,2.407,0.195,-4.7,-4.473734577343128,5.387593,fetherolf24,,334.154459
82,TIC 201287746,3,2.07242704784,-57.09802927529,3381.0,12.803473472595217,12.07,,,,,,,nan,,
83,TIC 114817448,3,2.08246451389,-21.00550499251,3708.0,39.68964385986328,12.439,,,,,,,nan,,
84,TIC 427733653,3,2.096903,29.09042,13076.0,29.744199881023203,2.06,,,,,,,nan,,
85,TIC 405187645,3,2.10727337408,6.61680227297,5872.0,38.34118270874024,7.59,7.744,14.6,0.365473684211,-4.37,-4.132047023786589,4.0,wright04,,
86,TIC 357370384,3,2.1136644447,17.42429318014,3805.0,21.72243881225586,10.763,,,,,,11.885247,fetherolf24,,410.20149
87,TIC 194303203,3,2.168181,36.627115,6169.0,32.607,6.213,4.118,7.3,,,,,nan,,
88,TIC 461342461,3,2.23848988758,66.4566594155,5148.0,36.33638000488281,8.56,,2.0,,,,,nan,,
89,TIC 12421103,3,2.24838893103,-25.12136898786,3996.46,45.80232238769531,11.92,,,,,,,nan,,
90,TIC 12421862,3,2.26815992113,-27.12213328787,3782.0,23.76367950439453,11.67,,,,,,,nan,,
91,TIC 396298498,3,2.294576,59.149788,6810.0,16.69727834362999,2.27,1.16,71.0,0.3112,,-4.059452631326189,,nan,,
92,TIC 300975286,3,2.3063722781,-4.13401408712,3560.0,33.58688735961914,11.69,,,,,,,nan,,
93,TIC 283858885,3,2.30797307355,25.27749456687,4018.87,44.43651580810547,11.404,,,,,,,nan,,
94,TIC 283858887,3,2.31559470225,25.28201621019,5678.0,43.88330841064453,7.77,7.216,1.0,,,,,nan,,
95,TIC 114819742,3,2.33314020515,-21.24483654834,3590.0,23.225095748901367,12.18,,,,,,,nan,,
96,GAIA DR3 2740838675638702208,3,2.344265,3.8378175,4046.0,49.94807052612305,11.555,,,,,,,nan,,
97,TIC 314017939,3,2.35266330879,-45.74742040269,4862.0,44.29434967041016,3.87,0.377,,,,,1.448741,fetherolf24,,155.072913
98,TIC 461356882,3,2.51755795251,67.46972893266,4875.3,39.80098342895508,9.71,7.043,,,,,9.565574,fetherolf24,,2741.537326
99,TIC 289672912,3,2.64189376393,-11.97248979918,3826.0,45.774322509765625,12.237,,,,,,,nan,,
100,TIC 301033489,3,2.76921127864,-5.78397476129,3846.0,24.315147399902344,10.811,,,,,,9.342107,fetherolf24,,400.13309
101,TIC 468869378,3,2.76922655446,5.20897286095,3803.0,37.00508880615234,11.542,,,,,,,nan,,
102,TIC 289673491,1,2.81604541137,-15.46798354267,6190.0,18.87725257873535,4.89,3.859,4.88,0.1497,-4.94,-4.580620782344558,5.200395,fetherolf24,,154.421454
103,GAIA DR3 422886126401496064,3,2.8381553,58.3499178,4030.0,30.379100799560547,,,,1.0502,,-4.429619988241945,11.609234,fetherolf24,,485.932971
104,TIC 22527304,3,2.84348905284,30.44957620134,5561.0,34.0346794128418,7.941,,5.6,0.5905,-4.25,-3.9948465471247934,8.0,wright04,,505824.66200311406
105,TIC 201292718,3,2.89914229003,-57.47255001667,5120.0,37.12885665893555,9.08,0.442,1.985,,,,5.691812,fetherolf24,,146.537253
106,TIC 405305758,3,2.90605232771,10.32833295345,5830.79,47.144073486328125,8.61,,,,,,4.145777,fetherolf24,,70.769192
107,TIC 120523708,3,2.92352880177,-39.22994676652,4514.36,34.87953186035156,9.91,,,,,,,nan,,
108,TIC 70847587,1,2.93341997763,-35.1331199934,6533.3,21.705833435058597,5.239,2.807,4.05,0.144,,-4.560689649943852,,nan,,
109,TIC 150785249,3,2.97097168482,22.98460718589,3326.0,20.468917846679688,13.002,,,,,,11.986223,fetherolf24,,229.156735
110,TIC 289674115,3,2.97601172697,-16.67865188983,3769.0,41.720645904541016,12.312,,,,,,,nan,,
111,TIC 22567172,3,2.9851579589,33.05472273396,3368.0,20.931713104248047,13.003,,,,,,,nan,,
112,TIC 437739969,3,3.01676554162,27.09895405818,4782.01,25.89199447631836,8.73,,,,,,8.326586,fetherolf24,,286.670766
113,TIC 201293938,3,3.0628776907,-56.62833927878,3751.0,41.711673736572266,12.324,,,,,,7.87518,fetherolf24,,472.95702
114,TIC 51940720,3,3.12625826822,14.56357251637,4956.0,43.94004440307617,8.44,,,,,,,nan,,
115,TIC 70858252,3,3.1367121293,-30.8598396865,5607.2,47.76917266845703,8.67,11.251,1.0,,,,,nan,,
116,TIC 150816111,3,3.13963484024,21.71344135157,3877.0,31.271717071533203,11.747,,,,,,,nan,,
117,GAIA DR3 2875786135761519488,3,3.1443438,34.2670635,3875.0,45.21003341674805,,2.822,,,,,,nan,,
118,TIC 201293664,2,3.20937205695,-57.91260986801,5385.0,20.64345359802246,7.226,5.141,2.43,0.267,-4.72,-4.461792155155166,10.442994,fetherolf24,,550.421128
119,TIC 289701954,3,3.22466792386,-15.72603538341,3873.0,48.22240447998047,12.336,,,,,,,nan,,
120,TIC 229088499,3,3.26072049511,-45.17675705841,4188.2,38.80134963989258,10.706,,,,,,,nan,,
121,GAIA DR3 2798587122272590080,3,3.2882085,20.3824454,3839.63,41.52070617675781,,,,0.819571428571,,-4.650244513473743,,nan,,
122,TIC 58732360,3,3.28835044918,5.59527917955,4089.1,42.08689880371094,10.61,,,,,,,nan,,
123,TIC 461408984,3,3.29810861539,70.39795811502,3835.0,31.68635940551757,11.17,,,,,,,nan,,
124,TIC 461417510,3,3.3161,69.3271,3540.0,26.809651474530835,12.49,,,,,,,nan,,
125,TIC 51942109,3,3.33957827745,15.89408811895,4139.07,48.88583755493164,11.599,,,,,,,nan,,
126,TIC 150853587,3,3.35265841422,19.07133595259,4447.3,33.95231246948242,9.86,,,,,,,nan,,
127,TIC 120563501,3,3.3712,-36.8287,3835.0,27.21829069134458,10.781,,,,,,9.997315,fetherolf24,,320.256606
128,TIC 194387552,3,3.37849843002,41.03536986522,6921.0,37.178348541259766,5.712,1.419,24.3,0.2329,,-4.22055213510289,1.126361,fetherolf24,,4000.607201
129,TIC 120562863,3,3.37883977984,-40.3582657005,5071.9,35.60332107543945,9.02,,3.0,,,,,nan,,
130,TIC 407574350,3,3.41130064068,80.66578924435,3620.0,19.228105545043945,11.124,,,,,,0.990712,fetherolf24,,271.994712
131,TIC 266997586,3,3.47087745128,-74.6882920142,5486.0,45.84481048583984,8.724,,8.0,,,,,nan,,
132,TIC 408005982,3,3.50041973748,-10.95366923504,4917.38,42.309356689453125,9.36,,,,,,,nan,,
133,TIC 408006047,3,3.51866081812,-11.31158498716,5636.0,42.88066864013672,8.38,4.97,0.0,0.128410778277,-4.88,-4.835117120491041,,nan,,
134,TIC 437745749,3,3.52526128267,27.8429613098,3866.0,48.39664840698242,12.441,,,,,,,nan,,
135,TIC 149011028,3,3.52908527516,-34.53823496291,3808.0,39.40851211547851,12.177,,,,,,15.491,watson06,,463.766268
136,TIC 120564340,3,3.53702042078,-40.03037164741,4043.19,37.798221588134766,10.95,,,,,,,nan,,
137,TIC 408012676,3,3.5427211342,-7.19911506268,6370.0,45.626739501953125,7.32,3.72,21.05,0.325,-4.42,-4.083758528465777,1.402277,fetherolf24,,2367.474226
138,TIC 201306559,3,3.56128255584,-55.06966108768,6528.0,46.01033782958984,8.788,2.679,15.0,,,,3.403314,fetherolf24,,522.053198
139,GAIA DR3 2323040096922657920,3,3.5841248,-27.5313951,5802.0,47.31216049194336,6.46,3.95,5.0,0.143,,-4.7060343660726955,,nan,,
140,TIC 425933136,3,3.6840328517,-62.09901927675,3880.0,48.27411651611328,12.156,,,,,,,nan,,
141,TIC 365961623,3,3.7460708786,33.26152536975,4089.22,49.33613586425781,11.133,,,,,,11.053642,fetherolf24,,954992.586021436
142,GAIA DR3 4689442248089776000,3,3.7597519,-72.8424442,3798.0,34.704830169677734,12.7,,,,,,1.287971,fetherolf24,,4596.888586
143,TIC 273650690,3,3.76931038078,-68.53010002494,5602.1,46.57571029663086,8.58,6.451,3.0,0.199,,-4.551708024541276,5.575792,fetherolf24,,110.114642
144,TIC 355766445,3,3.86464672927,-64.24854764257,3524.0,47.6845703125,12.9,,,,,,3.6956,watson06,,
145,TIC 12862728,3,3.8671,-16.1338,3186.0,4.99,11.483,,,,,,,nan,,
146,TIC 373459942,3,3.90202281984,72.28355264398,3562.0,25.60303497314453,12.289,,,,,,,nan,,
147,TIC 440065990,3,3.91266074466,47.58943710364,3445.0,11.489891052246094,10.97,,,,,,,nan,,
148,TIC 394134586,3,3.93117690643,-67.99334773614,3461.0,18.76438331604004,12.531,,,,,,,nan,,
149,TIC 52005579,3,3.95517661892,13.5561995571,3376.0,12.161627769470217,12.6,,,,,,,nan,,
150,TIC 394134589,3,3.96469272424,-67.99772859808,3712.0,18.76200294494629,10.915,,,,,,3.993832,fetherolf24,,223.500222
151,TIC 12863257,3,3.991965777,-16.61600503087,3224.0,17.819503784179688,13.18,,,,,,0.742349,fetherolf24,,1870.095309
152,TIC 155895820,3,4.00830775012,-48.26085296111,3509.0,24.600866317749023,11.546,,,,,,8.142684,fetherolf24,,177.575599
153,TIC 12863584,3,4.04601234449,-14.59111124429,4570.84,32.534507751464844,9.57,12.416,,,,,,nan,,
154,TIC 365963199,3,4.0482832562,30.53257871339,4723.4,39.78145599365234,8.79,,,0.405285714286,,-4.529685511497211,10.604279,fetherolf24,,336.493607
155,TIC 290543478,2,4.05282979455,-79.85117909388,5522.0,17.553613662719727,6.578,,5.191,0.458,-4.238,-4.132403309743559,,nan,,
156,TIC 150899679,3,4.06094424878,19.86042547922,3256.0,15.346895217895508,11.79,,,,,,,nan,,
157,TIC 150899677,3,4.06730451505,19.86401984999,3241.0,15.366023063659668,13.55,,,,,,,nan,,
158,TIC 7143630,3,4.1019487606,-46.7198313074,4348.4,49.34440231323242,11.046,,,,,,,nan,,
159,TIC 155897369,3,4.15239584271,-50.26902038285,3568.0,23.66440963745117,12.348,,,,,,7.26875,fetherolf24,,253.428304
160,TIC 419549062,3,4.16852028386,30.01662077642,3553.0,39.81182861328125,12.658,,,,,,8.524092,fetherolf24,,633.289255
161,GAIA DR3 2800115065478177408,3,4.1806984,20.8566998,4846.0,49.955204010009766,,,,,,,,nan,,
162,TIC 194459612,3,4.18775993835,41.06916346756,4852.26,41.864933013916016,9.522,12.569,,,,,,nan,,
163,TIC 468255882,3,4.21881887414,81.66363468853,5205.18,33.71670150756836,8.66,,,,,,12.404722,fetherolf24,,7230.550342
164,TIC 155896956,3,4.22456054835,-52.65114982026,5665.0,29.48690414428711,6.852,10.98,3.0,,,,7.409658,fetherolf24,,60.368069
165,TIC 352179145,3,4.27655780323,40.94829699682,4025.17,14.680424690246582,8.99,10.759,,1.8035,,-4.190010177503033,5.351864,fetherolf24,,917.810533
166,TIC 7144533,3,4.31886301826,-43.85273321887,5727.0,36.20973205566406,7.98,2.546,2.155,0.184,-4.87,-4.559709292889342,9.522297,fetherolf24,,187.064026
167,TIC 150902992,3,4.32380993615,19.58634704954,3902.3,47.70283508300781,11.726,,,,,,,nan,,946237.1613657931
168,TIC 306118907,3,4.33468348538,29.18300370855,3597.0,22.821603775024418,11.54,,,,,,,nan,,
169,TIC 150903199,3,4.34425308724,18.85949629952,4181.74,38.070106506347656,10.51,,,,,,,nan,,
170,TIC 405226902,3,4.34774800075,11.42253634959,4127.43,48.92189407348633,11.467,,,,,,,nan,,
171,TIC 394137224,3,4.34808667266,-66.75342545743,3439.0,36.80911636352539,12.494,,,,,,6.645,watson06,,
172,TIC 37744975,3,4.36744990683,-8.73963950983,3622.0,29.64705848693848,12.49,,,,,,,nan,,
173,TIC 201310500,3,4.37706792845,-59.95121368979,3944.24,48.37519454956055,11.26,,,,,,,nan,,
174,TIC 399588472,3,4.38626425416,-19.05109370769,6241.7,48.9112548828125,6.446,2.221,8.0,,,,4.329201,fetherolf24,,60.487766
175,TIC 244135604,3,4.41948845622,-1.37796552659,3468.0,34.120792388916016,12.886,,,,,,,nan,,
176,TIC 37746121,3,4.4204401024,-8.68225167258,3849.0,32.000709533691406,10.95,,,,,,,nan,,
177,TIC 52052933,3,4.45825845611,16.33101346356,6395.4,46.985984802246094,7.21,2.663,13.0,,,,4.54307,fetherolf24,,576.891067
178,TIC 150905991,3,4.49424215876,20.95524498246,3716.0,27.700382232666016,12.16,,,,,,,nan,,
179,TIC 12880347,2,4.49528769286,-13.45564130845,5922.0,26.89901733398437,6.5,8.89,2.325,0.154,-4.97,-4.6212462147029365,19.0,wright04,,
180,TIC 150905990,3,4.49649764396,20.95680328307,3885.0,27.674108505249023,10.952,,,,,,,nan,,
181,TIC 150906084,3,4.56482288564,20.57621565207,5147.49,35.4267,9.83,,,,,,,nan,,
182,TIC 403027164,3,4.56912469312,10.20278851686,3626.0,16.75972557067871,10.864,,,,,,,nan,,
183,TIC 194503676,3,4.58190682013,36.78523064695,8770.0,42.96136474609375,4.52,,123.0,,,,0.610516,fetherolf24,,19.983644
184,TIC 57916666,3,4.58704006747,30.95614653713,4796.0,28.242172241210938,8.86,,21.0,,,,,nan,,
185,TIC 440109725,2,4.5953540564,44.02295479938,3437.0,3.562003374099731,8.09,,0.76,0.5805,,-5.084633216758134,10.522011,fetherolf24,,91.775745
186,TIC 440109718,3,4.60760189119,44.02724756463,3259.0,3.5619747638702397,11.04,,-2.75,0.83,,-5.073791628277672,,nan,,
187,TIC 425934574,3,4.60884801322,-63.47749480103,6138.0,42.79135513305664,7.46,3.807,21.3,0.347,,-4.092359190958875,,nan,,
188,TIC 37748347,2,4.67444736855,-8.0530016027,5737.0,23.381818771362305,6.46,12.281,1.946,0.158,-5.03,-4.655533275881933,8.001397,fetherolf24,,66.210292
189,TIC 63695926,3,4.68660136597,-34.83752610738,3390.0,23.78059196472168,12.942,,,,,,,nan,,
190,TIC 293306688,3,4.70328440655,5.51555096455,3782.0,45.37117385864258,12.641,,,,,,,nan,,
191,TIC 120606992,3,4.72092469012,-37.08052508807,3993.06,45.77944564819336,11.828,,,,,,,nan,,
192,TIC 37749396,3,4.77317781083,-9.96485262293,4058.47,20.19918441772461,9.897,13.236,0.53,0.838956521739,,-4.516274990325731,9.049345,fetherolf24,,76.203787
193,TIC 244159446,3,4.80164970052,-3.05361555576,4001.64,31.156667709350582,10.864,,,,,,6.819482,fetherolf24,,273.532606
194,TIC 211436297,3,4.82211100036,-19.90852738196,3763.0,33.45505905151367,14.576,,,,,,,nan,,
195,TIC 37750558,3,4.90205276529,-7.22390384029,6334.5,40.32997131347656,7.02,3.032,17.0,,,,2.33287,fetherolf24,,1890.241777
196,TIC 194530566,3,4.9839336059,40.27113699699,4532.5,45.96866607666016,10.18,,,,,,,nan,,
197,TIC 194531699,2,5.00169958105,38.22739749255,5758.0,24.70517349243164,6.99,3.972,3.74,,-4.87,,,nan,,
198,TIC 425935521,1,5.01782133374,-64.87480824956,5932.0,8.606389045715332,4.23,6.342,0.0,0.179,-4.93,-4.518847945449503,31.1,smascareno15,,
199,TIC 407393440,3,5.02195853252,76.12911511403,4013.83,44.74420928955078,12.082,,,,,,,nan,,
200,TIC 406350713,3,5.03492312478,-17.06138943981,3703.0,22.81844711303711,13.642,,,,,,,nan,,
201,GAIA DR3 2316176498665292544,3,5.0773239,-32.7693194,5465.0,48.40538787841797,8.51,12.84,5.0,0.222,,-4.53516950480539,8.575669,fetherolf24,,204.153515
202,TIC 403259994,3,5.19899251227,59.60483687884,3530.0,28.44761085510254,12.494,,,,,,11.497825,fetherolf24,,1156.226216
203,TIC 246846007,3,5.21057874418,-25.56837116873,3734.0,47.46272277832031,12.56,,,,,,7.846314,fetherolf24,,255.709997
204,TIC 461489481,3,5.23800623189,67.66747264292,5229.0,31.43923759460449,8.66,6.97,4.0,,,,,nan,,
205,TIC 303206437,3,5.23830473812,17.63777238453,3875.0,29.867074966430664,11.224,,,,,,7.814868,fetherolf24,,649.858612
206,TIC 608252238,3,5.23927269631,67.66749149202,5277.73,31.456382751464844,8.79,,,,,,,nan,,
207,TIC 403308552,3,5.26792315933,55.73312742468,3821.0,43.99460983276367,12.084,,,,,,,nan,,
208,TIC 437752575,3,5.31669925914,25.52425671771,4637.06,28.101503372192383,9.55,,,,,,,nan,,
209,TIC 423342429,3,5.32976337504,-0.42727977335,4486.97,47.35643768310547,10.9,8.642,,,,,11.970676,fetherolf24,,301.092487
210,TIC 7150142,3,5.33174911992,-45.74641903675,3928.0,17.58273696899414,10.394,,,,,,,nan,,
211,TIC 150970759,3,5.38270308135,19.57364187189,3853.0,48.21963119506836,11.72,,,,,,0.343032,fetherolf24,,594.624313
212,TIC 251822366,3,5.39496674971,-33.05425976044,4843.57,45.16093826293945,9.91,11.368,,,,,,nan,,
213,TIC 38703652,3,5.39985973771,-66.47632900843,4967.2,45.210880279541016,9.75,,,,,,,nan,,
214,TIC 7151484,3,5.40526163366,-46.09260616316,3403.0,19.387060165405277,12.24,,,,,,1.151902,fetherolf24,,620.968344
215,TIC 7151664,3,5.417505,-47.177771,4953.0,45.72542572021485,9.71,10.299,,,,,,nan,,
