hpic_name,tess_id,period_var(d),period_var_uncert(d),amp_var(ppm),amp_var_uncert(d),RMS(ppm)
TIC 230981971,230981971,1.371593,0.026229,3703.823724,0.274356,3236.770730
TIC 290374453,290374453,2.047058,0.059900,48.962552,0.197938,57.048793
TIC 308056612,308056612,8.710187,1.141770,360.363034,0.215985,280.478606
TIC 14725877,14725877,0.725475,0.009435,54.634068,0.663267,193.110988
TIC 159523958,159523958,0.710082,0.007568,96.466970,0.319240,255.118766
TIC 30504485,30504485,1.756648,0.073534,25.309799,0.298538,124.092903
TIC 279316667,279316667,0.552590,0.004174,18.856221,0.236846,94.077731
TIC 248409489,248409489,0.949786,0.013626,1247.482807,0.308460,1557.747449
TIC 63584475,63584475,6.185717,0.638549,153.765855,0.385075,194.525241
TIC 17668155,17668155,5.450357,0.395112,24213.979849,0.528691,19977.648690
TIC 228896480,228896480,0.819790,0.009247,548.510741,0.390413,973.784541
TIC 8200881,8200881,1.230406,0.023032,68.769141,0.428238,218.687871
TIC 432698066,432698066,0.110084,0.000157,1015.733744,0.485166,1183.260256
TIC 138128530,138128530,3.018408,0.134021,406.706139,0.625800,419.445732
TIC 350347140,350347140,0.081554,0.000105,3727.144654,1.580334,4936.877197
TIC 54137341,54137341,3.073552,0.179114,42.176321,0.768406,284.857381
TIC 154385728,154385728,2.926527,0.151878,215.114557,1.011941,454.457526
TIC 428698700,428698700,6.692626,0.978048,1829.069486,0.976937,2374.548842
TIC 379660147,379660147,4.588744,0.257328,66.022197,0.900066,185.254101
TIC 318163669,318163669,4.242915,0.278148,138.219780,0.966641,210.376659
TIC 284292958,284292958,2.378834,0.078796,114.077429,1.182772,380.381895
TIC 67906570,67906570,1.508577,0.027945,1355.369177,2.764716,2718.825809
TIC 286305421,286305421,10.318900,1.875497,169.126609,1.639343,340.974177
TIC 10839729,10839729,9.075037,1.604152,778.051368,3.414686,3436.090734
TIC 1961255595,1961255595,5.829141,0.532861,4831.456297,36.345950,10828.026832
TIC 471013491,471013491,5.411720,0.353720,6715.370160,4.539975,7637.766099
TIC 165558925,165558925,6.596032,0.573126,1192.632282,4.073677,2866.319958
TIC 149396581,149396581,9.931006,1.302249,118.766972,1.698273,272.445498
TIC 416187721,416187721,2.498753,0.106777,946.927391,4.458745,4608.673871
TIC 86519791,86519791,3.370244,0.172822,1793.373832,3.468312,1686.527219
TIC 135041892,135041892,10.450763,1.546398,442.296922,3.558095,1005.239232
TIC 88348779,88348779,3.730247,0.193431,480.635470,2.870560,1975.663377
TIC 161335008,161335008,11.110598,1.796459,108.709726,2.028954,320.070781
TIC 514810889,514810889,6.635694,0.609241,32417.517594,6.251582,55930.650306
TIC 950553243,950553243,0.727152,0.007322,10453.748977,4.936206,11705.096104
TIC 92357813,92357813,6.879463,0.534991,3150.630616,6.135261,3420.230452
TIC 1179719919,1179719919,5.279799,0.462897,5601.574224,10.561686,8159.342663
TIC 240283563,240283563,6.429640,0.688112,52.809067,2.581031,293.358877
TIC 502687433,502687433,4.582294,0.254523,14579.991984,6.057323,31509.486469
TIC 66389641,66389641,4.787518,0.348850,298.876210,1.030724,387.406605
TIC 458859916,458859916,0.485746,0.003420,256.954401,1.681673,315.382595
TIC 97815168,97815168,12.154410,2.457837,2056.636625,3.116229,1930.603338
TIC 229602478,229602478,11.126974,1.811175,272.636413,7.006471,831.380026
TIC 11895653,11895653,1.726486,0.047977,44.089627,0.746917,133.211426
TIC 254526194,254526194,7.273981,0.796812,3210.431561,10.185766,2789.843497
TIC 257505374,257505374,2.391379,0.089116,134.711222,4.647627,561.439037
TIC 423443452,423443452,0.821016,0.010519,760.142230,5.851717,848.742009
TIC 430590567,430590567,10.955539,1.870535,470.533174,7.024786,809.013546
TIC 22970702,22970702,0.461981,0.003099,696.832478,25.274878,2067.016986
TIC 22147322,22147322,4.255551,0.291665,309.252736,11.025965,1167.627194
TIC 385156830,385156830,11.482465,1.993092,973.640016,37.294826,3427.155607
TIC 437127546,437127546,5.771649,0.521263,1462.185638,16.486254,2133.524286
TIC 193149390,193149390,0.149851,0.000340,156.059391,11.814924,913.224948
TIC 72748505,72748505,7.839626,1.487052,308.021000,22.715297,2162.044763
TIC 124147486,124147486,0.593529,0.005281,2738.625558,35.330404,3770.242306
TIC 79310780,79310780,4.331251,0.267023,4827.440102,24.988764,3724.394610
TIC 209363450,209363450,11.269928,2.058695,243.341909,9.083328,868.827040
TIC 206436687,206436687,11.449108,1.384317,806.439629,31.947399,3084.345799
TIC 471012283,471012283,11.325994,1.319208,862.656604,31.322899,3080.040336
TIC 46504038,46504038,0.414321,0.002649,4335.719857,26.359718,4453.066824
TIC 286520195,286520195,1.663681,0.042017,7920.877091,22.025401,6035.879717
TIC 411628298,411628298,0.500440,0.003937,1813.846855,17.702799,1989.105456
TIC 283784587,283784587,0.799590,0.009301,5025.745683,4.615961,3889.822551
TIC 8766424,8766424,0.806872,0.008896,8850.080600,10.365284,6584.527226
TIC 141476700,141476700,0.608065,0.005099,4787.653344,19.242345,4563.101697
TIC 138469142,138469142,0.715338,0.007416,858.973351,21.948694,1790.484881
TIC 135154865,135154865,6.500694,0.538437,878.176685,13.583447,1535.547427
TIC 310074866,310074866,11.298760,1.773694,388.124447,18.682214,1173.584497
TIC 229684206,229684206,3.449564,0.158488,511.184945,19.843681,2001.338976
TIC 166672531,166672531,0.355328,0.001938,3921.503270,47.469576,4683.577676
TIC 303032027,303032027,7.588550,0.758625,379.876019,6.895265,751.395387
TIC 42630152,42630152,0.193770,0.000516,381.719232,12.046567,1232.962854
TIC 471012700,471012700,9.501216,1.126212,856.690649,47.521386,3613.196137
TIC 276105596,276105596,1.080916,0.017291,6665.373062,22.880410,5561.648886
TIC 120563501,120563501,9.997315,1.318020,320.256606,8.244718,796.121129
TIC 388983974,388983974,0.312460,0.001380,11109.967653,13.769193,8942.531267
TIC 243069479,243069479,3.660221,0.189246,5328.080254,10.674927,5059.049914
TIC 265168621,265168621,0.260014,0.001025,8707.863860,27.113991,6893.356307
TIC 247469525,247469525,0.734452,0.008856,1817.795131,21.853917,2606.270515
TIC 117008676,117008676,1.764469,0.048816,1066.059553,38.593449,3013.437972
TIC 157788555,157788555,0.912276,0.014546,16337.835272,21.137137,12686.764255
TIC 55099399,55099399,2.932594,0.134243,1216.481467,26.184047,2579.488331
TIC 198482458,198482458,3.565214,0.188009,1125.584835,5.184544,1434.706818
TIC 372445638,372445638,0.794805,0.008514,2177.048302,35.416172,3324.112411
TIC 353287103,353287103,3.200074,0.145630,1859.502329,19.629251,2143.702410
TIC 382651090,382651090,5.363367,0.420547,566.618128,24.060157,2325.461551
TIC 382258517,382258517,3.076834,0.145068,1704.520206,9.917335,1869.706424
TIC 170806089,170806089,9.214707,1.424434,642.803742,8.146959,971.440319
TIC 142305546,142305546,2.011659,0.057685,10043.776565,20.317216,8982.888998
TIC 159966544,159966544,3.012256,0.131353,12297.509748,12.471146,9065.969523
TIC 461738957,461738957,0.240731,0.000794,11775.434816,60.862146,10626.224880
TIC 417604820,417604820,7.755434,0.723286,512.223562,1.608484,563.762080
TIC 45696212,45696212,8.767649,0.894373,377.935828,1.062446,540.485044
TIC 239187687,239187687,2.663604,0.109706,62.618663,0.898597,113.749456
TIC 274945059,274945059,6.148762,0.481024,1158.563557,0.274820,1777.085795
TIC 272884654,272884654,7.036770,0.851690,100.737672,0.250853,293.159356
TIC 341149986,341149986,0.065774,0.000060,436.812190,0.294128,356.370724
TIC 150226696,150226696,4.060335,0.216407,17.300626,0.335133,91.274434
TIC 157847644,157847644,4.722503,0.276698,470.301688,0.323441,604.725281
TIC 422290758,422290758,1.689678,0.041769,91.610002,0.273834,217.004921
TIC 420963448,420963448,2.109781,0.112249,120.522859,0.267787,261.589544
TIC 51735845,51735845,0.843003,0.010783,110.207429,0.286830,110.731679
TIC 194920626,194920626,4.234232,0.236347,161.586470,0.265578,447.523162
TIC 355789476,355789476,0.877902,0.011624,165.578322,0.310147,166.299205
TIC 100725142,100725142,2.509363,0.083099,242.694808,0.243093,508.283451
TIC 6013637,6013637,1.473178,0.043396,99.659098,0.266479,248.625104
TIC 258873063,258873063,2.513814,0.145635,407.887885,0.290496,742.379480
TIC 267688613,267688613,1.463589,0.028831,250.248618,0.242961,501.168156
TIC 470331935,470331935,0.550906,0.004539,233.288002,0.255003,551.422131
TIC 367912480,367912480,3.367631,0.191110,69.086076,0.259235,222.307122
TIC 60857616,60857616,1.602412,0.036034,243.966177,0.316830,440.281920
TIC 458688331,458688331,6.448312,0.659812,221.378928,0.296286,336.455840
TIC 410067602,410067602,1.293647,0.022423,633.510633,0.245743,888.222085
TIC 91048865,91048865,2.776826,0.163060,164.080826,0.296060,372.531413
TIC 165722603,165722603,1.937826,0.056765,283.874002,0.297243,456.464200
TIC 198187877,198187877,4.742874,0.340382,121.673284,0.238866,261.373604
TIC 354671857,354671857,0.343786,0.002178,259.438092,0.546358,195.759874
TIC 76956031,76956031,3.147114,0.131966,109.957714,0.300382,277.800354
TIC 168775356,168775356,0.648415,0.005764,83.740751,0.346156,276.597020
TIC 247259440,247259440,1.092506,0.018948,790.767696,0.349568,1182.476522
TIC 54995745,54995745,0.119024,0.000226,459.973445,0.316920,759.371975
TIC 408048857,408048857,10.521951,1.359761,324.211604,0.291958,531.122340
TIC 9815387,9815387,1.280804,0.019592,113.961333,0.338458,276.775101
TIC 377148985,377148985,1.158124,0.028689,223.481368,0.362994,453.258731
TIC 16270265,16270265,0.345130,0.001085,222.579434,0.532094,392.081077
TIC 335941730,335941730,1.845368,0.051905,278.237291,0.331117,470.730099
TIC 297075865,297075865,0.504516,0.004315,20.413990,0.355746,61.147205
TIC 372682437,372682437,0.052164,0.000041,77.925639,0.294760,177.158322
TIC 125802413,125802413,3.976641,0.236389,101.009842,0.348065,234.268897
TIC 57192070,57192070,1.816699,0.057836,104.108815,0.401473,259.885566
TIC 17554529,17554529,0.929157,0.015217,103.647574,0.334367,269.085010
TIC 232621005,232621005,11.573526,2.125569,337.508875,0.379701,565.149193
TIC 10838226,10838226,4.595835,0.369516,416.898221,0.369349,643.852916
TIC 38511251,38511251,3.134677,0.110820,181.335643,0.345636,318.834702
TIC 44155570,44155570,2.175444,0.058963,82.546137,0.321602,251.745419
TIC 114532819,114532819,6.721428,0.597948,71.262670,0.393760,205.488911
TIC 399665349,399665349,1.802929,0.055583,191.633186,0.318498,239.691222
TIC 101134898,101134898,1.310201,0.023750,89.874004,0.340666,248.472138
TIC 57570218,57570218,7.651401,0.966503,110.989716,0.316787,327.001215
TIC 30753143,30753143,10.328574,1.328961,19.018118,0.406103,73.621719
TIC 460067868,460067868,3.486346,0.187823,69.109183,0.436678,121.693065
TIC 423082848,423082848,1.350461,0.028003,108.362440,0.358085,243.499042
TIC 444007688,444007688,11.924806,1.790998,331.503741,0.406236,561.893811
TIC 307569010,307569010,3.473412,0.210127,399.531274,0.389951,668.910000
TIC 435911332,435911332,6.568300,0.554053,102.825487,0.374908,270.725282
TIC 342319296,342319296,2.206858,0.060390,920.312790,1.049062,1680.284698
TIC 262691761,262691761,3.545128,0.186971,399.740217,0.432879,543.400783
TIC 53250605,53250605,1.678264,0.039289,221.463643,0.404271,399.912740
TIC 67991192,67991192,0.073558,0.000081,2744.072990,0.442370,1985.580136
TIC 82204610,82204610,3.292813,0.177716,226.129549,0.352156,515.725364
TIC 409891396,409891396,1.413189,0.031263,15.428128,0.378655,103.255716
TIC 352542468,352542468,1.118864,0.017025,58.022722,0.342238,209.817274
TIC 237914586,237914586,1.304998,0.023980,243.533513,0.372363,463.806883
TIC 445258206,445258206,1.083021,0.016250,24.368132,0.344191,64.008326
TIC 33474500,33474500,4.631318,0.452246,253.874716,0.381241,548.523775
TIC 158752691,158752691,7.351441,0.712474,265.852414,0.510858,345.339125
TIC 372480991,372480991,1.834803,0.051225,177.089161,0.354382,182.497313
TIC 300015239,300015239,2.761534,0.133811,180.319070,0.392443,357.318569
TIC 152508252,152508252,2.060556,0.065401,227.281698,0.345524,476.487718
TIC 28244955,28244955,0.868000,0.011385,4019.025188,0.409731,2917.896082
TIC 382600457,382600457,1.059921,0.017885,154.861065,0.345668,200.907998
TIC 85321185,85321185,0.929824,0.010826,153.419985,0.356540,340.137966
TIC 462483666,462483666,1.158544,0.023321,200.992044,0.384861,433.446324
TIC 118572803,118572803,11.643549,1.817482,2877.029408,0.361663,2104.325086
TIC 375621179,375621179,0.275867,0.000874,23.722056,0.474864,121.897762
TIC 229158436,229158436,3.973517,0.223686,78.712487,0.351634,154.385668
TIC 366347973,366347973,3.512856,0.188336,94.731896,0.421819,106.220600
TIC 456332840,456332840,0.028722,0.000012,470.127625,0.354168,600.861017
TIC 192589330,192589330,6.568910,0.620712,78.172479,0.334729,240.743011
TIC 117763145,117763145,1.218616,0.022629,637.787399,1.364270,1617.611837
TIC 459678581,459678581,0.892751,0.010824,76.965119,0.365754,234.296109
TIC 299214508,299214508,0.129595,0.000233,92.187339,0.414594,252.068259
TIC 425224332,425224332,0.308721,0.001676,69.641289,0.350548,86.969914
TIC 245792850,245792850,4.382754,0.312400,96.389724,0.396171,250.097104
TIC 314017939,314017939,1.448741,0.032018,155.072913,0.396003,375.766222
TIC 469018187,469018187,7.430405,1.030437,955.012801,0.388466,734.740370
TIC 184899026,184899026,1.628878,0.036390,233.879055,0.376333,524.713227
TIC 257582738,257582738,0.099157,0.000157,1642.111575,0.483054,2649.387769
TIC 87674484,87674484,2.294897,0.082231,147.663082,0.360664,337.755942
TIC 366661076,366661076,3.954421,0.288117,95.759774,0.409487,117.813729
TIC 384363148,384363148,1.975186,0.055304,84.029114,0.384173,215.269410
TIC 48237215,48237215,2.638348,0.113656,49.355118,0.411050,203.136506
TIC 207084783,207084783,3.045699,0.149098,310.347744,0.407826,547.901969
TIC 272086938,272086938,3.645998,0.217381,482.690671,0.430190,800.796712
TIC 279979429,279979429,1.357453,0.029722,271.419895,0.373814,456.287774
TIC 307002166,307002166,2.017648,0.053852,217.872555,0.453837,447.941530
TIC 93280676,93280676,6.486677,0.617570,173.003995,0.403669,242.645848
TIC 62151160,62151160,3.588055,0.194654,159.237097,0.390427,396.665447
TIC 316015087,316015087,5.627466,0.920993,106.460069,0.404715,322.536324
TIC 437232382,437232382,0.409136,0.002724,288.174328,0.386745,528.404925
TIC 282950403,282950403,1.884887,0.051424,226.831352,0.386499,488.186700
TIC 184842719,184842719,0.813361,0.010761,103.162157,0.437053,145.448853
TIC 130726180,130726180,0.097120,0.000135,925.588849,0.497976,1349.919986
TIC 111750833,111750833,5.144448,0.445825,61.199850,0.422404,112.109068
TIC 324497887,324497887,0.945579,0.011161,129.750643,0.435458,332.400614
TIC 245792896,245792896,0.073035,0.000083,3628.343169,0.419356,3601.589267
TIC 436243682,436243682,2.753957,0.124265,138.843740,0.437472,419.632531
TIC 240455792,240455792,2.685765,0.105393,93.861572,0.439197,217.680883
TIC 372124621,372124621,2.431622,0.088641,22.502854,0.450349,59.970578
TIC 91641297,91641297,2.349220,0.106697,235.116643,0.464772,424.550019
TIC 224292240,224292240,0.468060,0.003479,72.223463,0.387185,88.805063
TIC 95286503,95286503,9.056499,1.380608,10336.224101,0.446074,8122.096787
TIC 86336880,86336880,0.834718,0.012750,168.228923,0.487458,196.500329
TIC 310104035,310104035,2.116362,0.064924,290.814083,0.461876,517.060017
TIC 4610441,4610441,1.174592,0.018950,367.679417,0.575035,582.260394
TIC 357336603,357336603,9.327865,1.244122,695.997449,0.426301,563.709120
TIC 161270578,161270578,0.790071,0.009452,100.165654,0.432852,105.331658
TIC 287589266,287589266,3.970209,0.232234,352.333233,0.438443,577.190297
TIC 167092249,167092249,1.192131,0.022814,277.488433,0.533101,315.376186
TIC 144294174,144294174,4.068844,0.233582,3678.575240,1.716090,3011.927351
TIC 383521659,383521659,5.144637,0.358580,565.874445,0.699011,450.730713
TIC 85148268,85148268,0.626487,0.006359,70.367588,0.487737,318.064356
TIC 317721019,317721019,0.958247,0.013400,47.704871,0.428966,99.570162
TIC 394130313,394130313,4.450960,0.354691,341.703106,0.499714,590.103037
TIC 135119948,135119948,1.009164,0.018770,164.743799,0.467310,428.536837
TIC 88523071,88523071,4.231969,0.255061,344.866392,0.503123,396.332143
TIC 468285170,468285170,0.744206,0.008561,32.562201,0.437222,62.211995
TIC 5295337,5295337,1.545975,0.039778,155.710005,0.628138,267.644760
TIC 440851537,440851537,0.780405,0.010226,59.481966,0.500390,76.489961
TIC 185284200,185284200,2.191661,0.071649,295.918075,0.676730,261.927044
TIC 1674663309,1674663309,11.135213,2.241400,336.882575,0.660246,540.341650
TIC 318805118,318805118,3.259663,0.161825,431.718833,0.452687,346.265021
TIC 296688052,296688052,0.076197,0.000081,1393.112551,0.427145,1182.607821
TIC 331900366,331900366,0.159381,0.000362,12578.484771,0.519612,12586.818294
TIC 116988032,116988032,2.710960,0.107801,12.429376,0.429527,75.900464
TIC 238551664,238551664,1.358152,0.029150,56.479201,0.483338,209.173137
TIC 188269990,188269990,1.681573,0.050273,32.406166,0.748229,87.881711
TIC 198079199,198079199,8.987703,0.987502,98.910630,0.532754,216.412741
TIC 262841041,262841041,1.660420,0.037972,221.075923,0.570165,216.678664
TIC 396915247,396915247,4.778362,0.341052,119.677981,0.562931,177.170139
TIC 119885027,119885027,0.397893,0.002719,893.818679,0.704166,1438.903504
TIC 6029884,6029884,3.502331,0.204340,401.394954,0.672342,353.479557
TIC 272698772,272698772,1.596754,0.041251,18.373124,0.739037,74.408678
TIC 189576919,189576919,9.346720,1.509880,126.997353,0.564055,143.437936
TIC 302158903,302158903,4.604100,0.324505,276.049411,0.535694,393.298346
TIC 401396260,401396260,2.483525,0.087055,127.391631,0.519008,200.146189
TIC 419919445,419919445,4.050186,0.274336,116.442379,0.625226,146.224965
TIC 178937085,178937085,0.149733,0.000343,125.985936,0.501141,318.651646
TIC 300931103,300931103,2.880940,0.141465,169.852347,0.625152,344.676785
TIC 67772871,67772871,5.119476,0.539283,61.755920,0.489267,103.742944
TIC 176070741,176070741,2.408359,0.088088,267.696601,0.675045,443.784667
TIC 287532010,287532010,3.288205,0.158792,118.985189,0.462284,146.846340
TIC 60716322,60716322,6.127461,0.435984,32.550101,0.473671,99.574740
TIC 421189312,421189312,3.349972,0.188996,1609.957033,0.530027,1554.298862
TIC 458445966,458445966,6.049761,0.357571,131.894685,0.631805,146.029198
TIC 270577175,270577175,0.021080,0.000007,1066.943683,0.487788,1089.920772
TIC 436872005,436872005,4.789562,0.666661,46.782718,0.556309,121.900677
TIC 231698181,231698181,10.580882,1.745917,248.543578,0.553428,282.422739
TIC 445070560,445070560,9.728113,1.516443,551.910367,0.630081,455.648076
TIC 32203661,32203661,1.478745,0.036769,99.550006,0.804718,256.164706
TIC 265488188,265488188,9.089756,1.145592,47.476066,0.503693,93.993495
TIC 368788781,368788781,0.242767,0.000841,29.802173,0.726675,87.479754
TIC 67687505,67687505,0.081782,0.000098,5402.117728,0.497858,6412.067053
TIC 269995013,269995013,2.395853,0.106129,166.936727,0.506678,248.306078
TIC 374860864,374860864,0.500337,0.003497,79.015534,0.572527,247.886310
TIC 324016035,324016035,0.461238,0.003419,19.933425,0.601489,75.950109
TIC 282038438,282038438,3.890465,0.237000,220.260025,0.516725,224.781732
TIC 460680010,460680010,1.511753,0.032968,100.219190,0.511688,259.368450
TIC 468816607,468816607,0.709660,0.007970,26.314926,0.567867,68.797907
TIC 80256268,80256268,0.098446,0.000150,1263.178280,0.560442,1610.959260
TIC 303297349,303297349,10.324048,1.536861,672.796883,0.984567,757.460709
TIC 239137207,239137207,1.366547,0.025927,254.424139,0.537953,227.699881
TIC 452706688,452706688,2.979612,0.128128,286.274418,0.497251,239.225974
TIC 102052882,102052882,0.728251,0.008793,19.560457,0.555626,69.765290
TIC 147562528,147562528,9.713270,1.430972,660.124362,0.557503,604.533573
TIC 310506508,310506508,1.935297,0.077694,91.367904,0.746249,267.022594
TIC 159191044,159191044,0.037556,0.000020,2608.412121,0.632131,2336.118487
TIC 265936861,265936861,0.853473,0.009219,129.535828,0.511448,419.315726
TIC 407991625,407991625,1.465227,0.034219,70.058391,0.529184,96.185250
TIC 67574184,67574184,0.106023,0.000156,896.074208,0.503530,696.689319
TIC 273737963,273737963,0.041775,0.000026,719.699949,0.586355,756.090958
TIC 30068122,30068122,1.254765,0.024196,460.627708,0.565639,444.084102
TIC 302790649,302790649,0.496155,0.003581,179.643009,0.549133,188.432638
TIC 334849779,334849779,0.036464,0.000020,576.903168,0.561731,430.216750
TIC 88562096,88562096,1.707134,0.042100,236.591390,0.631703,224.197928
TIC 334753043,334753043,4.415586,0.343050,107.442628,0.822531,260.684295
TIC 330608569,330608569,0.078524,0.000096,1840.469595,0.585818,3000.155019
TIC 169015594,169015594,0.494007,0.003260,14.363367,0.550747,75.114012
TIC 233466081,233466081,0.073136,0.000050,823.791564,0.987942,1020.336511
TIC 259237827,259237827,4.821636,0.515196,88.784800,0.661590,143.240195
TIC 456871289,456871289,1.065219,0.015988,15.181189,0.568730,99.661865
TIC 262143945,262143945,2.437480,0.088225,18.322735,0.569559,76.971676
TIC 77957141,77957141,0.078479,0.000098,64.779696,0.555449,247.837148
TIC 71353640,71353640,0.261476,0.001110,274.126634,0.562293,518.418711
TIC 421444084,421444084,5.852811,0.436257,37.039921,0.564771,90.696984
TIC 381132939,381132939,0.485067,0.003588,1662.724792,0.586108,1190.326849
TIC 1628071,1628071,1.032411,0.014920,49.487895,0.578648,102.217886
TIC 469811127,469811127,0.831465,0.010938,26.173708,0.612968,69.658018
TIC 63790159,63790159,0.451742,0.002927,29.071164,0.543283,149.458990
TIC 44180973,44180973,3.174107,0.234572,15.158134,0.647344,81.812971
TIC 140601757,140601757,2.233343,0.076152,633.846048,0.556180,479.007115
TIC 157364190,157364190,2.944174,0.128829,38.672237,0.711069,104.746557
TIC 326242565,326242565,2.399117,0.086465,569.557221,0.622459,570.770236
TIC 72506701,72506701,2.633680,0.108011,240.762783,0.744432,248.614912
TIC 139232635,139232635,1.765483,0.051478,86.564371,0.702078,135.225914
TIC 237084695,237084695,11.704190,2.603791,347.767699,0.679495,529.664794
TIC 145006683,145006683,0.769527,0.007864,49.619122,0.613773,119.323588
TIC 234309613,234309613,0.643997,0.006182,69.884727,0.616779,88.557421
TIC 422478973,422478973,2.413560,0.090314,21.965508,0.587850,85.736111
TIC 157966796,157966796,2.071994,0.062316,123.015489,0.675078,183.936295
TIC 334487469,334487469,4.871139,0.507752,546.706184,0.794606,423.379820
TIC 17387328,17387328,0.066136,0.000067,821.820943,0.633175,979.959985
TIC 168708816,168708816,0.023069,0.000008,693.269654,0.682667,506.674321
TIC 409104974,409104974,4.340773,0.228793,44.477466,0.739025,93.049292
TIC 254181386,254181386,0.570231,0.005210,77.065492,0.588899,103.640720
TIC 149542947,149542947,0.106899,0.000161,275.375611,0.614230,384.512646
TIC 175800228,175800228,3.631473,0.236207,153.249050,0.851623,325.113116
TIC 288322540,288322540,2.028611,0.049019,86.123804,0.606953,282.211535
TIC 27014182,27014182,10.365183,1.686314,202.864073,0.586147,283.633372
TIC 233798897,233798897,0.062585,0.000055,776.218551,0.573110,1354.351915
TIC 77549389,77549389,2.143482,0.067565,194.340490,0.653011,320.612303
TIC 245904110,245904110,10.077053,1.597517,46.996178,0.634646,107.106626
TIC 3296473,3296473,2.252100,0.085084,77.499053,0.701625,215.651117
TIC 259862349,259862349,10.499776,1.566853,18.068273,0.647398,71.917305
TIC 181946967,181946967,3.987933,0.243003,1374.717077,0.925662,1742.796509
TIC 331391396,331391396,1.363207,0.029435,47.141732,0.725326,93.835958
TIC 141280255,141280255,0.069744,0.000075,106.384133,0.636848,268.047004
TIC 150182413,150182413,1.290063,0.023915,19.420680,0.645644,78.336458
TIC 182938696,182938696,0.041543,0.000025,750.616543,0.720828,692.155893
TIC 63782132,63782132,3.087340,0.157880,61.473664,0.701154,147.476170
TIC 104572330,104572330,1.197118,0.019086,303.017450,0.773162,263.923023
TIC 254425584,254425584,0.893192,0.011966,180.019000,0.699216,226.415584
TIC 280200611,280200611,0.035727,0.000020,618.862150,0.631775,560.235359
TIC 319614743,319614743,0.050884,0.000046,2875.664836,0.752706,2200.484280
TIC 285544488,285544488,3.383615,0.169603,85.657903,0.628500,131.733301
TIC 100708841,100708841,0.032824,0.000017,1373.479875,0.653041,1325.292207
TIC 348147249,348147249,1.101064,0.019078,36.843724,0.676424,77.296234
TIC 4746245,4746245,4.335498,0.287696,82.378749,0.697961,129.054172
TIC 308844962,308844962,4.074971,0.238481,513.760384,0.880658,438.825743
TIC 66604391,66604391,0.568558,0.004020,35.743176,0.712309,202.871769
TIC 27136704,27136704,3.947987,0.228682,24.645053,0.693328,117.713471
TIC 253923638,253923638,4.673069,0.372280,177.491327,0.690513,164.991920
TIC 452700589,452700589,3.547231,0.193544,99.436112,0.668641,152.304136
TIC 79215518,79215518,1.088369,0.016757,99.646167,0.665768,156.847099
TIC 422432907,422432907,0.086012,0.000121,78.609171,0.666152,256.535328
TIC 418010485,418010485,4.762939,0.318377,405.167557,0.771971,351.101418
TIC 407589461,407589461,0.025635,0.000009,858.055605,0.689587,1028.427132
TIC 17409896,17409896,8.758271,1.219038,222.681445,0.742781,227.553226
TIC 416519065,416519065,4.576843,0.301370,123.267457,0.872440,144.420336
TIC 262843771,262843771,4.996910,0.361615,71.836660,0.723853,136.628499
TIC 419936581,419936581,0.063121,0.000057,1195.621868,0.820253,1963.223602
TIC 310362802,310362802,0.064769,0.000061,4045.430971,0.754867,3968.991227
TIC 96745915,96745915,3.879326,0.260412,146.801345,0.736238,190.363966
TIC 123699670,123699670,6.876983,0.640018,144.942452,0.769805,207.453136
TIC 433140338,433140338,9.781044,1.546373,73.817423,0.650281,116.367489
TIC 417826718,417826718,5.271815,0.408564,51.545447,0.789920,98.474950
TIC 219709102,219709102,4.668873,0.345294,50.795253,0.693076,164.810934
TIC 95431211,95431211,6.807169,1.102826,140.076211,0.701404,219.708614
TIC 514062507,514062507,10.674563,1.734117,403.549803,1.126510,933.052718
TIC 270858200,270858200,10.582319,1.954885,60.544091,0.665955,173.166079
TIC 362747897,362747897,7.823662,0.908983,700.160609,0.838140,662.483891
TIC 23913506,23913506,0.067488,0.000062,1627.512530,0.761009,1433.357363
TIC 289673491,289673491,5.200395,0.636000,154.421454,0.747509,411.998547
TIC 254125171,254125171,10.416345,1.570795,453.239294,1.171217,985.164536
TIC 243107445,243107445,0.054332,0.000039,1344.547665,0.689791,1475.942654
TIC 447823435,447823435,9.645747,1.121637,46.812678,0.724456,138.987097
TIC 21439835,21439835,11.256768,1.854787,286.976442,0.484596,483.282437
TIC 327507922,327507922,1.919943,0.049730,34.247592,0.751216,169.241283
TIC 155463738,155463738,0.045717,0.000032,1215.240551,0.747098,1493.031224
TIC 11310083,11310083,3.124451,0.136419,106.735739,0.804537,227.308610
TIC 191764184,191764184,1.459801,0.027739,125.641272,0.643091,206.622505
TIC 229092427,229092427,3.862414,0.260599,71.422887,0.808402,104.833383
TIC 245860427,245860427,0.062611,0.000060,1420.621193,0.735362,1407.686064
TIC 141810080,141810080,8.865854,1.473830,161.221369,0.781642,203.379921
TIC 255854921,255854921,10.660648,1.658883,17.152548,0.699034,86.109184
TIC 242530449,242530449,0.091308,0.000121,2590.338000,0.684049,1835.348968
TIC 282254078,282254078,5.642756,0.468663,68.480537,0.800106,144.866226
TIC 199661915,199661915,1.911628,0.057266,359.222486,0.719536,308.122622
TIC 317611868,317611868,0.505388,0.003463,104.449715,0.868907,354.724419
TIC 229057867,229057867,0.417545,0.002754,52.269787,0.815522,129.995108
TIC 500178562,500178562,10.915414,1.566777,483.780728,2.767556,940.306127
TIC 214664574,214664574,10.339370,1.588831,181.420325,0.871019,325.101638
