hpic_name,tess_id,period_var(d),period_var_uncert(d),amp_var(ppm),amp_var_uncert(d),RMS(ppm)
TIC 437739969,437739969,8.326586,1.208408,286.670766,4.224942,480.134581
TIC 146538232,146538232,4.940580,0.288936,104.926315,3.624018,495.464790
TIC 393970919,393970919,5.394722,0.409741,255.793152,3.284425,464.722241
TIC 152317527,152317527,6.480655,0.902927,92.652469,3.391221,495.369572
TIC 435590664,435590664,5.810125,0.522694,209.534258,3.578135,408.930982
TIC 154089472,154089472,12.265774,2.022743,14991.313142,3.642589,10898.444688
TIC 218291131,218291131,10.776491,1.901307,403.866081,3.951982,552.814902
TIC 416024319,416024319,5.178931,0.646493,1080.615980,4.347537,1069.919283
TIC 154874920,154874920,6.302407,0.469089,156.378797,3.795929,429.676641
TIC 144400022,144400022,6.697378,0.738452,269.079974,4.344860,460.905370
TIC 213008216,213008216,8.401240,1.095123,136.705022,4.021253,367.007007
TIC 289511011,289511011,11.407818,1.777766,132.323374,3.830419,421.654476
TIC 75878355,75878355,6.733515,0.685524,196.715234,3.488024,438.998329
TIC 451627388,451627388,2.548736,0.105592,53.833860,4.274556,351.541616
TIC 266017643,266017643,4.521791,0.278229,419.086548,4.249798,538.778924
TIC 388580735,388580735,5.331156,0.457391,1306.815868,3.760501,1369.652824
TIC 260949184,260949184,10.496587,1.861505,500.087761,3.712819,562.287216
TIC 239848129,239848129,6.492763,0.615409,303.414944,3.910395,472.935801
TIC 85638476,85638476,8.873514,1.080868,1187.777165,3.528083,1013.320564
TIC 332891271,332891271,6.598133,0.591700,98.495432,3.747219,398.428351
TIC 270300001,270300001,5.921610,0.603791,552.005089,6.111324,848.061991
TIC 367259863,367259863,1.618777,0.051197,84.492395,3.790554,360.014373
TIC 238870740,238870740,5.515248,0.468814,321.044788,3.735673,498.903618
TIC 219760880,219760880,10.028751,1.401968,353.378903,3.662654,499.457706
TIC 267461550,267461550,11.619499,1.931904,2108.586268,3.633733,2006.809441
TIC 2220886,2220886,3.966522,0.225811,153.811709,4.050246,591.803807
TIC 36470588,36470588,6.561315,0.717659,5529.596254,3.677840,4289.235750
TIC 160116798,160116798,7.393892,0.729193,82.069675,3.584622,384.840986
TIC 268281941,268281941,8.118019,1.271669,2755.140863,3.652468,2175.730234
TIC 468144799,468144799,9.727440,2.725929,316.030643,3.405935,509.016604
TIC 148815619,148815619,9.860288,1.164734,2070.894495,3.941126,1932.707983
TIC 349155285,349155285,7.210040,0.667811,210.694509,3.671540,439.518814
TIC 435907579,435907579,9.805090,1.339122,3538.744473,3.735695,2736.886466
TIC 97488127,97488127,7.434730,0.682953,7489.828697,4.948824,8940.898190
TIC 119147875,119147875,2.576002,0.081315,84.445150,4.559320,425.179888
TIC 199665230,199665230,6.058098,0.519502,1356.191261,4.794837,1122.709515
TIC 437707246,437707246,0.485204,0.002908,524.125020,3.463004,1083.504416
TIC 313392144,313392144,1.888237,0.054480,72.841878,4.441905,504.370726
TIC 102107794,102107794,8.214061,0.952717,703.127407,4.368270,1056.769211
TIC 331898912,331898912,12.118152,2.599985,5211.298709,3.645849,3836.941149
TIC 415693806,415693806,9.532100,1.204641,659.911106,3.762626,713.369378
TIC 356222578,356222578,10.197770,1.784965,280.947057,3.685792,493.933274
TIC 71108738,71108738,6.659854,0.615868,215.447556,4.016467,457.238522
TIC 386899832,386899832,7.478044,0.782713,404.073495,3.771796,484.093878
TIC 152624701,152624701,3.883159,0.320568,129.025836,3.621938,452.493332
TIC 144277323,144277323,7.765679,0.816106,796.670298,3.882522,752.606866
TIC 152825519,152825519,10.928986,2.186706,4781.522342,4.298470,3640.783407
TIC 243230161,243230161,9.151729,1.980622,99.873860,3.510569,359.904324
TIC 240610689,240610689,10.152680,1.430365,187.183102,3.802295,496.368634
TIC 19976193,19976193,0.614922,0.005638,902.241291,4.117505,981.455339
TIC 203222051,203222051,4.205017,0.284580,555.675212,4.782107,670.503448
TIC 76609499,76609499,0.594507,0.004804,126.449662,3.400336,378.080324
TIC 121091806,121091806,6.805154,0.593981,1809.046930,4.530094,1352.686083
TIC 198084905,198084905,10.684850,1.742516,172.075395,3.726291,501.574357
TIC 33257294,33257294,7.373881,0.908853,123.233808,3.630722,530.803395
TIC 304142124,304142124,10.807979,1.669664,115.313472,3.605256,380.455042
TIC 247116238,247116238,10.329410,2.150281,221.556851,3.868260,436.606708
TIC 66517256,66517256,5.401880,0.401649,1749.184052,3.945841,1540.034154
TIC 18872464,18872464,11.128046,1.865041,233.500606,3.902616,513.558693
TIC 458385911,458385911,7.611462,0.747398,97.474898,3.929249,433.515438
TIC 97471384,97471384,5.044357,0.386421,89.890262,3.836677,397.808139
TIC 449242492,449242492,3.694843,0.196570,2568.585097,4.301372,2417.289868
TIC 45407161,45407161,5.171043,0.342106,125.431586,3.526812,377.880807
TIC 85045151,85045151,9.868218,1.832966,140.242779,3.870593,393.626945
TIC 177918151,177918151,7.214989,0.887047,12026.682762,4.144027,11118.026123
TIC 349490623,349490623,3.707207,0.198428,718.899279,4.727429,785.880318
TIC 289984622,289984622,9.000607,1.351122,253.621843,3.518166,478.018398
TIC 370019110,370019110,10.550957,2.102288,398.522120,3.844551,525.806051
TIC 467755856,467755856,10.752019,1.975465,96.321514,3.870365,402.595280
TIC 310004221,310004221,10.065305,1.327683,563.168977,4.576329,657.791506
TIC 445851097,445851097,3.681766,0.172300,67.537440,5.345237,377.014947
TIC 402104884,402104884,10.897690,1.431528,563.498961,3.932598,752.492987
TIC 336893636,336893636,7.608662,0.800930,98.511064,4.111382,385.758650
TIC 355480244,355480244,9.671025,1.154339,127.987290,4.287264,387.186676
TIC 281913005,281913005,10.129876,1.557664,117.578438,4.030376,436.935016
TIC 212950761,212950761,9.205496,1.303036,444.482394,4.358180,539.821282
TIC 18485128,18485128,7.580213,0.856624,1168.504414,3.982641,1315.958885
TIC 386563186,386563186,11.569582,2.036861,637.476192,3.654245,729.581108
TIC 167452551,167452551,7.210839,0.731345,208.999508,4.089215,422.513498
TIC 417116668,417116668,6.067141,0.538088,490.327499,4.740065,533.827163
TIC 332867524,332867524,11.668132,2.284147,410.928014,3.857245,622.535712
TIC 365963199,365963199,10.604279,2.494137,336.493607,3.528257,541.065866
TIC 397354290,397354290,8.918783,1.559745,345.212589,3.945220,717.717283
TIC 58493240,58493240,10.116653,1.600382,196.203677,3.613040,484.572177
TIC 355935417,355935417,6.605148,0.732686,226.546105,3.788560,485.742749
TIC 326197647,326197647,7.082730,1.112210,4234.287793,3.950815,3537.972432
TIC 116670889,116670889,9.244736,1.364707,2368.973000,4.095195,2213.310240
TIC 11613065,11613065,10.867470,2.437034,252.956979,4.644426,429.562955
TIC 258940245,258940245,9.662905,1.064651,415.720777,3.668974,622.057423
TIC 240153098,240153098,9.222575,1.780088,135.516564,3.922047,491.960848
TIC 402975940,402975940,5.193380,0.442567,532.732696,3.836077,676.329085
TIC 97506256,97506256,6.018858,0.486314,1455.829847,4.012245,1440.514799
TIC 311064351,311064351,3.767693,0.381257,157.954031,3.847198,580.304358
TIC 88775119,88775119,6.286114,0.626035,3539.746461,4.009826,3209.201896
TIC 468255882,468255882,12.404722,2.404102,7230.550342,3.696240,5298.933811
TIC 201883033,201883033,2.629394,0.096333,8869.537977,3.678987,6917.694782
TIC 394015919,394015919,0.999481,0.019606,92.016088,3.916478,453.841067
TIC 398335790,398335790,11.805322,2.895508,232.816475,4.490580,445.741745
TIC 162118382,162118382,11.280827,1.643257,4867.000132,3.840562,3626.421473
TIC 72643856,72643856,6.869869,0.590721,190.413061,4.923574,439.087044
TIC 355011043,355011043,6.225864,0.585060,243.316647,4.086010,459.557703
TIC 88533834,88533834,11.704418,2.242483,689.311772,3.958977,694.080614
TIC 100940603,100940603,7.893609,1.007869,6449.015877,5.259204,4725.737673
TIC 447283466,447283466,4.808546,0.358320,3373.934144,4.146918,2736.743146
TIC 125736050,125736050,8.565886,1.156897,929.265209,4.244597,925.547274
TIC 369021303,369021303,6.902446,0.645805,116.905116,3.895722,418.667489
TIC 236866556,236866556,9.490812,1.382947,158.363077,3.592684,600.712835
TIC 146443052,146443052,9.430878,1.319628,232.442926,7.529223,797.574413
TIC 142384335,142384335,10.775859,2.137884,58.765947,3.717498,395.940737
TIC 267089153,267089153,10.711656,1.786990,588.974997,3.872455,676.136895
TIC 47003428,47003428,8.434942,1.485403,402.910104,4.236891,629.062350
TIC 139191140,139191140,8.131791,1.124444,104.260044,3.880563,383.152658
TIC 456945485,456945485,9.131482,1.252345,5522.549066,4.151224,3917.956385
TIC 115110801,115110801,4.118328,0.233625,153.192012,4.827536,440.108417
TIC 21165290,21165290,10.485372,1.456423,555.511196,4.913550,573.324598
TIC 243481409,243481409,12.137151,1.714706,1676.944070,4.669249,1797.499160
TIC 89910284,89910284,6.368684,0.547409,196.333637,4.415010,441.449703
TIC 92988866,92988866,6.964482,0.650896,113.141808,3.941521,378.473053
TIC 8288900,8288900,11.628836,2.004455,1389.685679,3.713798,1274.966673
TIC 339645998,339645998,2.780917,0.083607,95.017748,3.853568,432.090523
TIC 120117606,120117606,5.654749,0.487875,256.410686,3.783259,448.805232
TIC 284567512,284567512,9.465968,1.152474,154.272857,4.070824,518.687263
TIC 453211454,453211454,10.854257,1.943530,89.734730,3.801823,407.162087
TIC 270279556,270279556,11.866633,3.419128,569.571819,4.872323,647.073493
TIC 7647781,7647781,8.601585,1.276400,3090.352528,3.728140,2502.383901
TIC 58465153,58465153,7.506182,0.819173,229.582974,3.630095,494.413907
TIC 47349943,47349943,11.422576,2.207433,395.551185,3.844367,527.472613
TIC 316258792,316258792,9.020120,1.189291,82.699900,4.809303,469.103840
TIC 318025884,318025884,10.875458,2.206200,627.055334,3.965118,670.158936
TIC 86228112,86228112,1.252793,0.021489,299.609532,4.029105,517.475188
TIC 273650690,273650690,5.575792,0.437492,110.114642,3.891129,397.672473
TIC 434138790,434138790,7.247560,0.837596,117.087484,3.982855,413.044954
TIC 418011798,418011798,3.041803,0.094944,430.713384,6.423496,600.565164
TIC 198357824,198357824,9.296930,1.384019,263.973720,3.755277,448.745526
TIC 12687089,12687089,7.297436,0.711095,3701.804612,5.386396,3108.895654
TIC 17198787,17198787,4.276496,0.275990,1430.505194,3.861832,1408.191265
TIC 159290668,159290668,5.472493,0.457216,1779.769967,3.953779,1615.291065
TIC 271598242,271598242,11.529229,2.408516,282.214525,3.844083,496.539702
TIC 416612744,416612744,2.935760,0.123391,221.241252,5.668353,500.949292
TIC 103605778,103605778,10.952410,1.977280,90.237298,3.752164,414.065373
TIC 446419624,446419624,1.872422,0.054557,189.830436,5.002911,785.794840
TIC 187586126,187586126,10.442646,1.508248,125.576991,4.603020,456.965035
TIC 26893828,26893828,5.220319,0.379555,1246.202921,4.610076,1294.270556
TIC 516627014,516627014,0.090874,0.000119,13340.112849,5.884602,10663.470816
TIC 138763579,138763579,11.820141,2.060566,212.259226,4.045854,470.665611
TIC 454960088,454960088,12.109635,2.511187,11224.751529,6.353955,8647.283602
TIC 238809626,238809626,6.143841,1.017888,311.677307,3.721132,470.265476
TIC 57746634,57746634,9.539574,2.318324,92.822501,3.859374,407.570453
TIC 396742365,396742365,10.225417,1.564239,75.555167,4.220493,434.022554
TIC 17554784,17554784,5.959773,0.504034,2629.317545,4.340805,2338.407253
TIC 403799988,403799988,7.788269,1.253126,214.615610,3.809322,484.064204
TIC 80995687,80995687,7.020185,0.667511,212.202431,4.375062,473.394554
TIC 383675945,383675945,6.833129,0.676176,496.403430,4.746573,622.995677
TIC 397809370,397809370,10.468717,2.660039,672.144110,4.746697,837.612539
TIC 260852224,260852224,10.146351,2.125194,1332.979752,4.181110,1540.513875
TIC 389043261,389043261,10.746252,1.727489,130.366039,4.030329,397.471974
TIC 290405947,290405947,10.530918,1.492206,10114.046345,4.367860,7139.502663
TIC 175739449,175739449,9.833614,1.348153,5905.213971,4.197120,4500.571974
TIC 68936604,68936604,0.514001,0.003858,1376.845899,4.081774,1080.779525
TIC 21747890,21747890,11.667521,3.025922,578.816241,5.494860,579.572733
TIC 308704058,308704058,9.859294,1.443970,4302.701542,4.041322,3316.814048
TIC 402028045,402028045,5.364407,0.497550,141.475924,4.182552,442.966324
TIC 419939011,419939011,7.811399,1.241696,958.732867,4.166182,1063.431930
TIC 330191766,330191766,4.396374,0.553346,232.614700,4.676561,525.331955
TIC 390553557,390553557,0.664146,0.006996,154.849800,4.463170,458.316803
TIC 453452671,453452671,3.382246,0.156960,81.064212,4.020383,450.587504
TIC 399057352,399057352,8.631953,1.043191,293.564542,4.273314,495.796052
TIC 402317981,402317981,9.113773,1.343667,4899.925548,4.173947,3680.425436
TIC 396551713,396551713,6.431668,0.803165,4260.671697,4.221973,3669.504000
TIC 86437992,86437992,6.494981,0.704533,10246.013066,4.721934,8016.251917
TIC 246972946,246972946,5.999829,0.612506,68.310837,4.034982,438.739933
TIC 392705273,392705273,4.011119,0.197613,109.115276,3.882490,380.446411
TIC 144155897,144155897,9.029250,1.320048,6065.088265,3.674327,5130.199183
TIC 245835422,245835422,10.508060,1.808934,2292.544592,4.038614,1959.093671
TIC 250641485,250641485,7.902157,0.931432,1166.673808,4.709140,1015.782915
TIC 61383320,61383320,11.640983,2.446962,356.583950,4.333937,585.735491
TIC 197146239,197146239,4.491309,0.271357,345.719241,4.720410,823.404521
TIC 397051747,397051747,8.722896,1.094311,1037.090598,4.628359,959.392360
TIC 307797957,307797957,3.305109,0.152398,130.260076,4.843461,466.534058
TIC 56143189,56143189,7.431031,0.905797,107.663402,4.137223,445.811353
TIC 200460091,200460091,8.299491,1.483172,2983.741693,3.814918,2720.702524
TIC 260139862,260139862,10.148782,1.434092,316.119928,4.580278,483.123930
TIC 93236650,93236650,2.159817,0.069801,1489.168694,33.887006,3188.636165
TIC 93716498,93716498,0.036482,0.000020,360.847723,5.977517,678.436810
TIC 93096884,93096884,8.704866,1.076657,212.115791,11.226798,1033.431374
TIC 92763631,92763631,8.868274,1.132153,662.214419,7.877483,1223.630376
TIC 93839949,93839949,1.922676,0.055548,29662.879701,7.883070,24333.098970
TIC 61872895,61872895,6.513761,0.591292,299.965285,5.425632,605.730622
TIC 163086486,163086486,5.735940,0.545172,441.313158,11.440374,1131.920801
TIC 454017386,454017386,8.639747,1.378050,3454.748401,4.746494,3099.327184
TIC 106989553,106989553,6.830287,0.673792,364.564188,16.074921,1329.823755
TIC 158670451,158670451,7.729200,0.926575,1875.463922,5.732760,2066.926033
TIC 151764983,151764983,4.167388,0.272435,8740.950158,17.087091,7885.828663
TIC 57467036,57467036,9.835030,1.553882,237.225081,6.053215,598.153543
TIC 23356398,23356398,8.478927,1.095567,867.907139,14.464819,1418.735748
TIC 287301013,287301013,8.529362,1.373420,665.266916,9.137122,1071.120900
TIC 446048107,446048107,0.664697,0.006443,271.221291,14.143176,1283.992260
TIC 36124955,36124955,1.876017,0.054474,6695.356826,6.515415,5043.971493
TIC 34068865,34068865,8.579665,1.114015,302.175655,4.548865,621.197902
TIC 45770873,45770873,5.829856,0.610451,234.284321,4.434531,479.757455
TIC 259999047,259999047,11.420396,2.195900,444.649633,5.566609,764.792141
TIC 5704218,5704218,6.740008,0.696771,2175.007542,7.420908,1865.507495
TIC 191446688,191446688,7.566519,0.749391,1637.836477,7.814911,1545.483725
TIC 4510663,4510663,0.276844,0.001113,432.982322,8.640506,809.609039
TIC 44373070,44373070,7.561981,0.690981,1780.033279,5.797220,1515.612729
TIC 45043823,45043823,0.141555,0.000310,418.491814,11.581704,1084.343616
TIC 5901154,5901154,11.696857,3.098749,909.483183,16.476920,1788.598242
TIC 393224600,393224600,6.433835,0.560147,458.764507,4.982603,619.418600
TIC 45045365,45045365,9.512332,1.314733,475.690567,4.829430,593.689782
TIC 48014453,48014453,7.448138,0.813202,298.172051,10.962663,1022.611132
TIC 101425105,101425105,10.192173,2.082857,410.576821,14.131185,1179.631451
TIC 25779814,25779814,11.552143,2.198572,511.619838,9.066080,954.766919
TIC 106260491,106260491,6.298581,0.620710,1179.471178,6.389366,1305.685318
TIC 48875199,48875199,9.596696,1.740770,551.918291,10.961657,1108.011691
TIC 23223420,23223420,6.277634,0.646821,190.173937,8.823150,793.533966
TIC 54257694,54257694,11.933207,2.342081,159.268750,7.616445,740.075916
TIC 54109992,54109992,7.701906,0.741312,304.383647,17.522017,1642.230812
TIC 187922557,187922557,7.918027,0.932561,171.178613,10.046397,995.183659
TIC 193023697,193023697,9.008949,1.452930,875.981514,5.487139,918.441499
TIC 101534291,101534291,0.874395,0.011514,110.163002,7.713552,777.394871
TIC 309026977,309026977,10.695938,2.228305,996.678373,8.780438,1443.644668
TIC 168158191,168158191,11.864789,2.388865,1218.648194,4.616131,1185.858012
TIC 168069823,168069823,7.015989,0.674215,214.770380,9.391592,809.587803
TIC 188081317,188081317,4.191729,0.302739,1112.604935,7.895660,1593.356113
TIC 188087957,188087957,4.745836,0.324771,152.046166,4.413569,474.729583
TIC 150139182,150139182,0.216233,0.000707,208.393411,8.904556,834.687851
TIC 279251651,279251651,7.931382,1.141001,427.942201,17.143248,1522.688222
TIC 150098542,150098542,8.129905,1.174814,645.086116,4.505057,707.840255
TIC 150359500,150359500,1.033087,0.015686,19634.252766,9.803032,13998.501359
TIC 149971113,149971113,7.074390,0.660843,323.674431,5.730593,612.853560
TIC 260708537,260708537,8.892423,1.088608,143.293081,10.338489,784.446578
TIC 348839788,348839788,6.721710,0.657574,1154.171641,9.760892,1246.582779
TIC 348839628,348839628,10.513844,1.588031,1124.243685,22.238905,1996.118950
TIC 294399068,294399068,7.747638,0.764245,1884.760584,8.901758,1839.367648
TIC 281495662,281495662,7.512357,0.778899,876.113193,9.845784,1137.144535
TIC 294153481,294153481,11.377574,2.903841,156.380233,6.514266,665.073589
TIC 264924081,264924081,0.747303,0.008465,1303.709756,19.200224,2144.297504
TIC 380025752,380025752,9.662060,2.609237,369.950125,11.256527,1062.295606
TIC 260355239,260355239,7.060388,0.667789,394.636523,12.523521,1105.993387
TIC 278779899,278779899,10.392707,1.673193,370.042750,4.063394,503.245385
TIC 255785123,255785123,10.817213,2.250860,614.282860,15.377837,1548.680630
TIC 238027971,238027971,10.083084,1.759670,464.251624,15.657608,1517.968298
TIC 260004324,260004324,11.712264,2.206124,454.982332,16.434063,1193.533604
TIC 255686621,255686621,10.569216,1.691057,571.237798,11.953853,1143.869510
TIC 134200185,134200185,10.802279,1.955399,192.312900,8.700235,819.245697
TIC 60552999,60552999,8.595051,1.231465,397.624093,6.992498,689.045433
TIC 268764405,268764405,8.005767,0.743828,239.631301,6.654661,681.409610
TIC 81200079,81200079,10.331803,1.671340,311.414579,4.558568,543.415673
TIC 141899106,141899106,11.780475,2.128821,209.067065,7.188730,715.757733
TIC 82215027,82215027,7.980035,1.620168,228.244922,13.204572,1110.628557
TIC 132706871,132706871,2.612124,0.106918,430.240233,4.640742,557.675571
TIC 131036907,131036907,10.002787,1.427599,7631.696777,5.304456,5547.325858
TIC 131788311,131788311,6.250362,0.647283,962.285849,6.200812,952.402987
TIC 145975853,145975853,1.837812,0.057930,853.702695,31.840837,3829.149356
TIC 219166768,219166768,7.495963,0.801286,1262.378552,17.859502,2013.655558
TIC 255563650,255563650,5.325342,0.444762,8699.320784,15.374708,6842.704659
TIC 219196871,219196871,9.794666,1.722051,251.526711,7.394835,722.651469
TIC 231927723,231927723,0.277480,0.001162,885.426197,12.864291,1412.518858
TIC 232024628,232024628,11.328313,1.904850,391.462797,9.609067,1002.458215
TIC 156986682,156986682,10.566776,1.835899,211.953427,8.470219,759.461236
TIC 134431639,134431639,5.248364,0.312320,2174.844405,7.266083,2133.456024
TIC 281426580,281426580,7.739470,0.752253,509.431154,12.426588,1213.782765
TIC 23080347,23080347,10.030102,4.503840,662.849972,10.774541,1184.691464
TIC 170105959,170105959,11.850225,2.136522,614.965354,10.472410,1186.333712
TIC 156918868,156918868,5.724115,0.454356,1031.477402,6.390774,1067.810932
TIC 147899379,147899379,4.773420,0.319276,381.970742,7.372939,831.889465
TIC 300204306,300204306,11.113339,2.980546,495.472930,4.901347,710.931498
TIC 147946697,147946697,10.689202,2.042942,154.138618,8.141920,744.932878
TIC 96740590,96740590,0.194995,0.000565,1006.711191,17.742476,1748.677435
TIC 284591601,284591601,4.686825,0.341564,125.634419,4.593615,422.093366
TIC 151785920,151785920,7.664294,1.075357,279.661563,7.422297,777.640197
TIC 106344480,106344480,1.327199,0.026529,8451.853867,9.486266,6190.470915
TIC 190500036,190500036,6.490591,0.550629,189.990676,14.681936,1202.485968
TIC 24437475,24437475,8.312940,1.170383,180.494083,12.833056,1116.784184
TIC 461837097,461837097,3.985557,0.230935,136.937976,4.869697,519.613909
TIC 185617406,185617406,0.476242,0.003395,663.408643,33.699994,2978.893488
TIC 70563385,70563385,1.296669,0.024084,1812.637525,12.547485,2067.846229
TIC 38122081,38122081,6.572858,0.715748,265.255671,9.868485,881.482662
TIC 37782065,37782065,11.693794,2.018606,308.775589,18.719979,1529.009949
TIC 189585829,189585829,3.798461,0.193713,499.228527,5.590836,833.819442
TIC 415680115,415680115,11.064131,1.657948,634.471876,8.225983,871.959376
TIC 413252895,413252895,11.527154,1.825359,69.677160,5.026666,420.046547
TIC 418100966,418100966,8.317407,0.871699,818.438254,20.790674,1935.435500
TIC 332703198,332703198,7.733233,0.765645,2434.279414,5.316810,1865.180070
TIC 423246899,423246899,5.867205,0.574458,3062.582170,5.200931,2344.798405
TIC 408416746,408416746,8.098975,0.838860,300.585592,11.621564,1003.644311
TIC 5362024,5362024,9.298225,1.295173,1110.572714,6.283609,1124.196188
TIC 423279065,423279065,10.170149,1.646951,889.096255,10.761966,1221.384369
TIC 396812699,396812699,2.691983,0.122940,177.496613,11.625230,996.582549
TIC 348938957,348938957,11.954585,2.532719,199.304132,7.779017,667.403515
TIC 296737132,296737132,11.461406,1.831219,240.706021,14.576639,1145.230633
TIC 289706625,289706625,0.441803,0.002863,28216.182285,15.963651,20550.606015
TIC 155565608,155565608,2.832863,0.094280,352.143734,10.241293,1371.238824
TIC 153036418,153036418,5.453596,0.403352,193.732800,6.790678,720.763261
TIC 471012765,471012765,5.771649,0.521263,1765.223454,19.903032,2575.696662
TIC 118330114,118330114,0.216509,0.000681,747.180818,24.523985,2155.029460
TIC 118490086,118490086,7.107922,0.989446,77.639160,4.607427,482.828930
TIC 118684311,118684311,4.410545,0.254382,253.219343,11.984699,1048.191311
TIC 51867348,51867348,3.149983,0.136677,19696.247751,18.985790,14539.324255
TIC 175973112,175973112,11.852372,2.394139,128.318999,4.780835,516.995394
TIC 11009027,11009027,6.590154,0.741182,245.071675,5.440923,626.723573
TIC 415085843,415085843,10.991370,1.758250,151.284762,8.991441,872.573939
TIC 125247681,125247681,11.782687,2.057359,133.504012,5.791679,591.200776
TIC 170471689,170471689,9.281145,1.575387,403.255015,5.877981,674.199280
TIC 1190309,1190309,8.728911,1.273096,1516.515569,18.117472,2161.473812
TIC 307770692,307770692,4.968963,0.351474,4619.180690,15.658038,4029.315853
TIC 356372695,356372695,11.208096,2.163721,208.267226,7.901489,711.855151
TIC 101011575,101011575,5.679563,0.476460,1783.888316,5.398669,1835.135694
TIC 13536686,13536686,7.912390,0.902332,356.589187,6.237023,684.509905
TIC 19940761,19940761,8.523968,1.123582,134.656922,5.812031,553.313583
TIC 50719539,50719539,4.657314,0.318877,154.558306,9.086892,833.615979
TIC 51624556,51624556,7.500010,0.730609,407.828800,4.806952,673.822875
TIC 121339385,121339385,5.982059,0.561905,406.948238,6.578090,682.500400
TIC 170889350,170889350,8.707293,1.044796,1330.546604,16.679440,1709.173185
TIC 62530804,62530804,5.309050,0.366774,795.881871,12.327039,1371.167044
TIC 406941612,406941612,7.303117,0.605508,373.586719,17.530134,1536.713536
TIC 406870521,406870521,0.196762,0.000570,496.105066,17.747403,1583.299367
TIC 384820235,384820235,0.564598,0.004680,1271.284259,13.322059,1563.664111
TIC 384607450,384607450,9.721359,1.281421,1053.120689,10.030689,1287.267870
TIC 310106386,310106386,2.907923,0.124380,11008.581119,12.545114,8028.280190
TIC 395326726,395326726,7.167400,0.773882,659.518278,23.477281,1930.362234
TIC 395399671,395399671,9.548175,1.243137,482.021130,11.966890,1083.952171
TIC 395401483,395401483,7.803907,0.925834,353.679870,22.867998,1776.741758
TIC 425698601,425698601,7.720767,1.115005,376.475352,4.575395,574.377876
TIC 263350818,263350818,2.094099,0.067043,3031.121694,12.921435,2791.789830
TIC 401827140,401827140,2.413356,0.083518,156.029405,13.158763,1065.183871
TIC 373015604,373015604,6.889695,0.641289,537.038118,7.747856,851.993713
TIC 293148224,293148224,1.554600,0.033680,6466.700331,17.750578,5334.968678
TIC 294763116,294763116,10.430613,1.347989,1022.516315,4.949342,908.875448
TIC 351284678,351284678,0.132738,0.000252,249.447605,11.500126,1152.854488
TIC 430909324,430909324,7.828623,0.964572,2758.658684,5.336842,2239.160540
TIC 361397288,361397288,9.113013,1.216241,518.996998,13.792670,1216.544539
TIC 448186109,448186109,5.039364,0.374759,4588.457104,12.173837,4083.171628
TIC 449038257,449038257,11.711187,2.085588,101.877581,6.398904,575.101507
TIC 448962106,448962106,7.615479,0.871872,201.115410,0.816284,642.136573
TIC 448465432,448465432,0.311698,0.001471,308.893971,12.245126,967.612961
TIC 337160957,337160957,0.401984,0.002355,141.559835,7.875768,623.407278
TIC 337839892,337839892,10.028639,1.449514,1238.635962,8.873761,1232.626984
TIC 337366340,337366340,8.039366,0.755065,158.613561,8.374211,838.574040
TIC 313046356,313046356,4.893376,0.441670,951.525143,7.579632,951.466417
TIC 438760922,438760922,3.184316,0.116890,142.031150,7.169997,759.762822
TIC 453705445,453705445,7.383305,0.968790,5149.337046,6.632028,4091.574806
TIC 278166132,278166132,7.479117,0.783407,592.159437,14.441433,1530.989327
TIC 37449860,37449860,10.769355,1.476170,1270.176995,13.080248,1563.845586
TIC 124350360,124350360,8.196575,0.911857,852.292023,8.988977,1371.309219
TIC 140114569,140114569,0.883418,0.011946,1512.019967,9.341033,1478.792951
TIC 186085740,186085740,10.447967,1.143511,430.468789,13.011138,1226.612230
TIC 123301413,123301413,0.164279,0.000379,80.520246,4.781611,501.999721
TIC 123292647,123292647,7.287736,0.849964,274.403997,6.829576,589.526365
TIC 334844739,334844739,2.544108,0.073995,159.798152,5.574493,724.356769
TIC 334137017,334137017,9.950076,1.381720,334.738415,5.849506,658.113821
TIC 74188694,74188694,7.271731,0.692374,12404.297508,12.654349,9065.364008
TIC 447513462,447513462,5.893844,0.523655,298.750039,9.100802,854.939162
TIC 213476914,213476914,2.951895,0.126529,4995.991559,20.505935,4692.003755
TIC 213511261,213511261,7.026200,0.765158,154.561391,4.977059,448.653575
TIC 221165341,221165341,8.290378,1.020753,818.147717,13.510523,1442.672664
TIC 8380346,8380346,7.746996,0.731651,2823.764038,7.236626,3705.727570
TIC 34343720,34343720,9.180969,1.664197,159.730678,6.148565,691.214233
TIC 150201501,150201501,12.867201,2.231348,890.898991,8.241824,1136.648367
TIC 409337088,409337088,2.946209,0.102450,114.854302,4.789392,575.062515
TIC 367987991,367987991,7.848342,0.850756,332.522860,4.604271,590.880468
TIC 123519327,123519327,11.270314,2.814921,4016.229762,12.894172,3717.219964
TIC 246244741,246244741,1.855871,0.047657,177.463073,7.908894,799.354674
TIC 343110545,343110545,1.376236,0.029140,211.375930,9.826120,1285.411791
TIC 151300352,151300352,0.310651,0.001386,43822.363908,8.705114,31381.784851
TIC 164342032,164342032,7.410450,0.725409,790.087028,12.061307,1220.615573
TIC 15277274,15277274,10.426671,2.020398,328.867953,5.012740,627.400022
TIC 69083820,69083820,8.400786,1.572245,634.738096,15.350099,1467.580462
TIC 59185946,59185946,9.403560,1.540279,910.975264,16.538878,1794.091876
